CustomerClass,ProductCode,ProductName,IsAllowed
1KRO,6624_UOMROLL,Clear Dumpling  Microwave Instruction Sticker 250 pcs,Yes
1KRO,6627_UOMROLL,Clear Spicy Sticker,Yes
1KRO,6629_UOMROLL,Chef Special Sticker Red 250,Yes
1KRO,6632_UOMROLL,Clear Sweet Chili Sauce Sticker,No
1KRO,6633_UOMROLL,Clear Vegatable Only Sticker,Yes
1KRO,6636_UOMROLL,P. Gari Label 250 Ribbon,Yes
1KRO,6639_UOMROLL,P Wasa Label 250 Ribon,Yes
1KRO,6642_UOMROLL,P Spicy Sauce L 250 Ribbon,Yes
1KRO,6649_UOMROLL,P. Sushi Sauce  250. Clear,Yes
1KRO,6651_UOMROLL,Label Friedrice,No
1KRO,6654_UOMROLL,Label AM/PM,Yes
1KRO,6657_UOMPK,Classic Yummy Sauce Label,Yes
1KRO,6666_UOMEACH,Brown Rice Sticker Clear,Yes
1KRO,6669_UOMEACH,Label. Spring Gard. Sheet,No
1KRO,6672_UOMROLL,Lab Sustain Sticker,No
1KRO,6673_UOMROLL,Gluten Free Sticker 250,No
1KRO,6675_UOMROLL,Prep Item Label 500,Yes
1KRO,6676_UOMROLL,Hot Bowl Sell By Stickers,Yes
1KRO,6677_UOMROLL,$2 Off Red Sticker,Yes
1KRO,6678_UOMROLL,$1 Off Sticker,Yes
1KRO,6968_UOMEACH,Tablet. Aus. Label Machine,No
1KRO,6969_UOMEACH,Printer. Australia,No
1KRO,7012_UOMROLL,Vege Gyoza Bar Code,No
1KRO,7132_UOMROLL,P. Teriyaki 250,No
1KRO,7143_UOMROLL,Lab Can Nut Fac,No
1KRO,7151_UOMROLL,Label Swt Chili,No
1KRO,7158_UOMROLL,Lab Bar Code,No
1KRO,7219_UOMSET,Attach Board Set,No
1KRO,7228_UOMROLL,THERMO LABEL BIG Y 001,No
1KRO,7235_UOMROLL,Clear Wasabi Dressing Sticker,No
1KRO,7243_UOMROLL,Clear Pickled Ginger Sticker,No
1KRO,8000_UOMEACH,Poster Frame Ikea,No
1KRO,8001_UOMEACH,Poster "Try Me",No
1KRO,8002_UOMEACH,Blender,No
1KRO,8083_UOMBOT,Soup Base Miso Yamachan 12/cs,No
1KRO,8083_UOMCS12,Soup Base Miso Yamachan 12/cs,No
1KRO,8101_UOMCS,HOT BOWL NET,Yes
1KRO,8102_UOMEACH,Cleaning Pen,Yes
1KRO,8112_UOMEACH,Scrub,Yes
1KRO,8114_UOMEACH,Brush,Yes
1KRO,8118_UOMEACH,Spray Bottle,Yes
1KRO,8121_UOMEACH,Torch. Iwatani,Yes
1KRO,8122_UOMEACH,Makisu 27cm,Yes
1KRO,8124_UOMEACH,Makisu (S),Yes
1KRO,8128_UOMEACH,Masterchef Knife,Yes
1KRO,8130_UOMEACH,Sharp Storne-LG,Yes
1KRO,8131_UOMEACH,MEASURING TEASPOON,No
1KRO,8138_UOMEACH,Ladle 12oz,No
1KRO,8140_UOMEACH,Sushi Former,No
1KRO,8142_UOMEACH,Pail Lid Opener,Yes
1KRO,8144_UOMEACH,Tweezer,Yes
1KRO,8146_UOMEACH,Benriner,Yes
1KRO,8148_UOMEACH,Benriner Blade Only,Yes
1KRO,8150_UOMEACH,Peeler,Yes
1KRO,8154_UOMEACH,Blue Sheet,Yes
1KRO,8162_UOMSET,Buffer Solution,Yes
1KRO,8166_UOMEACH,Safety Glove. Med or SM,No
1KRO,8168_UOMPK,P Glove Small 100,Yes
1KRO,8170_UOMPK,P Glove Medium 100,Yes
1KRO,8172_UOMPK,P Glove Large 100,Yes
1KRO,8174_UOMEACH,Paper Towel,No
1KRO,8176_UOMEACH,Seal Wrap 18,Yes
1KRO,8178_UOMPACK,Towel Disposable,Yes
1KRO,8180_UOMEACH,Wax Paper,Yes
1KRO,8182_UOMBOX,Absorbent Pad  1.000pc,Yes
1KRO,8184_UOMEACH,Disposable Pastry Bag,Yes
1KRO,8186_UOMEACH,Pastry Bag Tip,Yes
1KRO,8188_UOMEACH,Log Book,No
1KRO,8205_UOMEACH,Water Base Frame,Yes
1KRO,8211_UOMEACH,A shape Panel,Yes
1KRO,8306_UOMEACH,Water Base Attachment,Yes
1KRO,8308_UOMEACH,Water Base Frame Bundle Set,Yes
1KRO,8320_UOMEACH,Sign Holder CLP,Yes
1KRO,8324_UOMEACH,Paper Clock,Yes
1KRO,8346_UOMEACH,Poster. Placard Publix,Yes
1KRO,8360_UOMEACH,Nutrition Charts. Laminated,Yes
1KRO,8361_UOMEACH,MDB Nutrition Chart,No
1KRO,8364_UOMSET,New Color Menu 100,Yes
1KRO,8365_UOMEACH,MDB Color Menu 100,No
1KRO,8366_UOMEACH,Color Menu. Rouses 100 Sh,No
1KRO,8368_UOMEACH,SAMPLING TAGS,Yes
1KRO,8501_UOMEACH,Knife Sharpener,No
1KRO,8504_UOMEACH,Sesame Shaker,Yes
1KRO,8512_UOMEACH,Yosenabe Pot,Yes
1KRO,8516_UOMEACH,Menu Holder,Yes
1KRO,8520_UOMEACH,Fish Container Body,Yes
1KRO,8524_UOMEACH,Fish Container Top,Yes
1KRO,8528_UOMEACH,Food Container (S) Body,Yes
1KRO,8532_UOMEACH,Food Cont (S) Lid,Yes
1KRO,8536_UOMEACH,Food Cont (L) BD,Yes
1KRO,8540_UOMEACH,Food Cont (L) LD,Yes
1KRO,8544_UOMEACH,Food Cont (XL) BD,Yes
1KRO,8548_UOMEACH,Food Cont (XL) LD,Yes
1KRO,8552_UOMEACH,S Rice Box Body,Yes
1KRO,8556_UOMEACH,S Rice Box Lid,Yes
1KRO,8560_UOMEACH,Rice Mix Box,Yes
1KRO,8564_UOMEACH,Rice Mix Box Lid,Yes
1KRO,8568_UOMEACH,Rice Bin,Yes
1KRO,8572_UOMEACH,Rice Scoop,Yes
1KRO,8576_UOMEACH,Rice Spatula,Yes
1KRO,8584_UOMEACH,Measure Cup 1qt,Yes
1KRO,8588_UOMEACH,Sauce Bottle,Yes
1KRO,8705_UOMEACH,PH Tester,Yes
1KRO,8710_UOMEACH,PH Replacment Tip,Yes
1KRO,8712_UOMEACH,PH Tester Paper,Yes
1KRO,8715_UOMEACH,Label Machine,No
1KRO,8720_UOMEACH,Scanner,No
1KRO,8721_UOMEACH,Tablet Bundle 1 WTP,Yes
1KRO,8722_UOMEACH,Tablet Bundle 2 WTP,Yes
1KRO,8750_UOMEACH,Thermometer  Digital,Yes
1KRO,8755_UOMEACH,Rice Cooker,Yes
1KRO,8760_UOMEACH,R Cook Inr. Pot,Yes
1KRO,8765_UOMEACH,Rice Cooker Top,Yes
1KRO,8775_UOMEACH,Date Gun,Yes
1KRO,8780_UOMEACH,Steamer. Dumpling,No
1KRO,8904_UOMEACH,Chef Coat White Small,Yes
1KRO,8905_UOMEACH,Chef Coat White Medium,Yes
1KRO,8906_UOMEACH,Chef Coat White Lg,Yes
1KRO,8907_UOMEACH,Chef Coat White XL,Yes
1KRO,8910_UOMEACH,Chef Coat Black,Yes
1KRO,8911_UOMEACH,Chef Coat. Black.Coastal Pacific,No
1KRO,8915_UOMEACH,Chef Coat Harris-Teeter,No
1KRO,8920_UOMEACH,Chef Coat Metropolitan,No
1KRO,8925_UOMEACH,Chef Coat Red,Yes
1KRO,8930_UOMEACH,Chef Coat Yamato,Yes
1KRO,8931_UOMEACH,Wild Blue Chef Coat Sm,No
1KRO,8932_UOMEACH,Wild Blue Chef Coat Med,No
1KRO,8933_UOMEACH,Wild Blue Chef Coat Lrg,No
1KRO,8940_UOMEACH,Chef Coat Rouses,No
1KRO,8943_UOMEACH,Chef Coat Green Small,Yes
1KRO,8944_UOMEACH,Chef Coat Green Medium,Yes
1KRO,8945_UOMEACH,Chef Coat Green Large,Yes
1KRO,8950_UOMEACH,Polo Shirts White,Yes
1KRO,8954_UOMEACH,Apron Black,Yes
1KRO,8958_UOMEACH,Hat Black (M),Yes
1KRO,8959_UOMEACH,HAT RED DEMO,Yes
1KRO,8962_UOMEACH,HOT FOOD BASEBALL CAP,No
1KRO,8966_UOMEACH,Name Badge,No
1KRO,9051_UOMEACH,Hat White S.M.L,Yes
1KRO,9055_UOMEACH,HK Bento Lunch Box 60PC/CS,No
1KRO,9122_UOMEACH,Hat Black (S),Yes
1KRO,9124_UOMEACH,Hat Black (L),Yes
1KRO,9150_UOMEACH,CHEF COAT UNITED,No
1KRO,9224_UOMEACH,T-Shirt. Black Steam Table,Yes
1KRO,98_UOMEACH,2oz Cup & Lid Set,Yes
1KRO,9941_UOMCS,JFC Sushi Tray 1.0 (AFC-4) Set Case,Yes
1KRO,9942_UOMCS,JFC Sushi Tray 1.5 (AFC-5) Set Case,Yes
1KRO,9943_UOMCS,JFC Sushi Tray 2.0 (AFC-30) Set Cs,Yes
1KRO,9944_UOMCS,JFC Sushi TraySF27 (AFC-20) Set Cs,Yes
1KRO,9992_UOMBOX,Disposable Face Mask 50pcs/box,Yes
1KRO,9993_UOMPK,Hair Net for Kitchen,Yes
1KRO,9994_UOMEACH,Sanitizer for Kitchen,Yes
1KRO,9995_UOMEACH,Dish Soap for Kitchen,Yes
