Item,Description,UOM,Available,OnHand,Allocated,OnOrder,WHS,Cost
2885,Fzn AFC Goma Sesame Dressing 12/kg Otafu,PK,0,0,0,0,1,42.00
2885,Fzn AFC Goma Sesame Dressing 12/kg Otafu,PK,0,0,0,0,5,42.00
2999,Waygu,CS,98,98,0,0,1,102.96
3205,Ginger A 20LB,EACH,93,156,63,0,1,29.00
3205,Ginger A 20LB,EACH,0,0,0,0,5,29.00
3210,Ginger B 20LB,EACH,217,569,352,0,1,30.00
3210,Ginger B 20LB,EACH,0,0,0,0,5,30.00
3215,Wasabi 2.2lb,PK,203,2470,2267,0,1,3.94
3215,Wasabi 2.2lb,PK,0,0,0,0,5,3.94
3220,Seaweed Nori 200 1/2SH,BAG,25405,31145,5740,0,1,310.80
3220,Seaweed Nori 200 1/2SH,BAG,0,0,0,0,5,310.80
3235,Soy Sauce L/S 1000 pc,CS,2278,3368,1090,0,1,15.02
3235,Soy Sauce L/S 1000 pc,CS,0,0,0,0,5,15.02
3236,Wild Blue Soy Sauce L/S 1000pc,CS,110,111,1,0,1,19.89
3240,Soy Sauce Special IZU,CS,0,0,0,0,1,15.40
3240,Soy Sauce Special IZU,CS,0,0,0,0,5,15.40
3245,PREMIUM RICE 40 lbs,BAG,5519,6601,1082,1050,1,16.00
3245,PREMIUM RICE 40 lbs,BAG,0,0,0,0,5,16.00
3246,AFC Brown Rice  40#,BAG,729,872,143,1050,1,16.52
3253,SPECIAL Military Brown Rice,BAG,54,66,12,0,1,30.05
3253,SPECIAL Military Brown Rice,BAG,0,0,0,0,5,30.05
3256,Vinegar  H-100 Natural 5.28gal,CS,3008,3830,822,0,1,26.02
3256,Vinegar  H-100 Natural 5.28gal,CS,0,0,0,0,5,26.02
3265,Sesame Seeds 5LB,BAG,2377,2581,204,0,1,10.55
3265,Sesame Seeds 5LB,BAG,0,0,0,0,5,10.55
3270,Sesame Seed Blk 8oz,BOT,3625,3796,171,0,1,2.46
3270,Sesame Seed Blk 8oz,BOT,0,0,0,0,5,2.46
3280,Tapioca (Spring Roll Wrap) Paper 50pc,EACH,14254,15757,1503,0,1,29.10
3280,Tapioca (Spring Roll Wrap) Paper 50pc,EACH,0,0,0,0,5,29.10
3289,Fried Onion,EACH,0,0,0,12600,1,36.00
3289,Fried Onion,EACH,0,0,0,0,5,36.00
3290,Fried Onions 10/1kg,EACH,20560,24880,4320,0,1,26.00
3290,Fried Onions 10/1kg,EACH,0,0,0,0,5,26.00
3403,Kikk Sushi Sauce  0.5 gal,BOT,0,0,0,0,1,6.92
3403,Kikk Sushi Sauce  0.5 gal,BOT,0,0,0,0,5,6.92
3404,Sushi Sauce Case  4/gal,BOT,837,1733,896,0,1,55.96
3406,Kik Ponzu Sauce 500pc,CS,296,358,62,0,1,14.18
3406,Kik Ponzu Sauce 500pc,CS,0,0,0,0,5,14.18
3409,Wasabi Sauce 0.5G,BOT,398,463,65,0,1,9.43
3409,Wasabi Sauce 0.5G,BOT,0,0,0,0,5,9.43
3412,Premium Spicy Sauce 0.5G,BOT,324,882,558,0,1,11.65
3412,Premium Spicy Sauce 0.5G,BOT,0,0,0,0,5,11.65
3415,Hot Garlic Sauce,BOT,622,710,88,0,1,16.50
3415,Hot Garlic Sauce,BOT,0,0,0,0,5,16.50
3418,Sweet  Chili SA 200,CS,-17,103,120,0,1,21.46
3418,Sweet  Chili SA 200,CS,0,0,0,0,5,21.46
3419,Chili Oil for Sushi,CS,25,25,0,0,1,35.94
3420,Chili Oil for Hot Food,CS,8,8,0,0,1,32.56
3424,Spicy Sesame Oil,BOT,509,622,113,0,1,14.70
3424,Spicy Sesame Oil,BOT,0,0,0,0,5,14.70
3427,Sriracha L 28oz,BOT,4679,5482,803,0,1,2.13
3427,Sriracha L 28oz,BOT,0,0,0,0,5,2.13
3429,Katsu Sauce 6/cs,BOT,22,22,0,0,1,6.20
3430,**AFC Basic Sauce,CS,31,42,11,0,1,25.32
3430,**AFC Basic Sauce,CS,0,0,0,0,5,25.32
3432,Chicken Bouillon Powder,CS,0,0,0,0,1,27.30
3432,Chicken Bouillon Powder,CS,0,0,0,0,5,27.30
3433,**AFC Orange Sauce,CS,398,431,33,0,1,23.52
3433,**AFC Orange Sauce,CS,0,0,0,0,5,23.52
3435,**AFC Sesame Sauce,CS,294,308,14,0,1,23.55
3435,**AFC Sesame Sauce,CS,0,0,0,0,5,23.55
3436,**AFC Stir Fry Sauce,CS,118,129,11,0,1,24.00
3436,**AFC Stir Fry Sauce,CS,0,0,0,0,5,24.00
3437,**Sweet & Sour Sauce,BOT,578,598,20,0,1,5.73
3437,**Sweet & Sour Sauce,BOT,0,0,0,0,5,5.73
3438,**AFC Yakiniku Sauce,BOT,740,740,0,0,1,12.63
3438,**AFC Yakiniku Sauce,BOT,0,0,0,0,5,12.63
3439,Micro Noodle Bowl 38oz,CS,0,0,0,0,1,43.32
3439,Micro Noodle Bowl 38oz,CS,0,0,0,0,5,43.32
3440,Mushroom Bouillon Powder 12/CS,EACH,36,36,0,0,1,2.21
3443,**Classic Teriyaki Sauce 12 bag/1kg,BAG,1956,3012,1056,0,1,27.00
3443,**Classic Teriyaki Sauce 12 bag/1kg,BAG,0,0,0,0,5,27.00
3445,AFC Sweet & Spicy Dipping Sauce,CS,458,479,21,0,1,47.20
3445,AFC Sweet & Spicy Dipping Sauce,CS,0,0,0,0,5,47.20
3447,AFC Spicy Bomb Sauce,CASE,-2,0,2,0,1,52.00
3447,AFC Spicy Bomb Sauce,CASE,0,0,0,0,5,52.00
3448,Yakisoba Sauce,BOT,174,182,8,0,1,7.57
3448,Yakisoba Sauce,BOT,0,0,0,0,5,7.57
3463,Men Tsuyu  (Soup Base) 12/16oz,BOT,192,192,0,0,1,2.95
3463,Men Tsuyu  (Soup Base) 12/16oz,BOT,0,0,0,0,5,2.95
3466,Creamy Sesame Dressing 6/32oz,CS,15,15,0,0,1,40.50
3468,Chinese Style Sesame Dressing,CS,7,7,0,0,1,58.80
3485,Miso Ramen Soup 6/2kg,BOT,98,110,12,0,1,20.78
3485,Miso Ramen Soup 6/2kg,BOT,0,0,0,0,5,20.78
3491,Premium AFC Poke Sauce 8/720g,CS,490,552,62,0,1,69.00
3491,Premium AFC Poke Sauce 8/720g,CS,0,0,0,0,5,69.00
3604,Retail Pickeled Ginger Calif Cup,BOT,5784,6468,684,0,1,7.80
3605,Sushi Gari BOT,BOT,41508,46068,4560,0,1,10.80
3605,Sushi Gari BOT,BOT,0,0,0,0,5,10.80
3610,R Sesame 4oz,BOT,17508,19896,2388,0,1,8.04
3610,R Sesame 4oz,BOT,0,0,0,0,5,8.04
3615,Grated Wasabi,EACH,-580,1260,1840,0,1,23.40
3615,Grated Wasabi,EACH,0,0,0,0,5,23.40
3635,Retail Sushi Seaweed 50pk,CS,253,321,68,0,1,24.62
3635,Retail Sushi Seaweed 50pk,CS,0,0,0,0,5,24.62
3640,Green Tea  24 Can,CS,1398,1589,191,0,1,12.25
3640,Green Tea  24 Can,CS,0,0,0,0,5,12.25
3647,Soy Sauce Bottle,BOT,0,0,0,0,1,13.68
3647,Soy Sauce Bottle,BOT,0,0,0,0,5,13.68
3648,Soy Sauce Bottle 24 cs,BOT,52560,55272,2712,0,1,30.00
3650,S Vineger,BOT,0,0,0,0,1,18.72
3650,S Vineger,BOT,0,0,0,0,5,18.72
3655,Tofu Miso Soup 24/CS,CS,912,1055,143,0,1,14.10
3655,Tofu Miso Soup 24/CS,CS,0,0,0,0,5,14.10
3660,Veg. Miso Soup 24/CS,CS,1243,1340,97,0,1,13.81
3660,Veg. Miso Soup 24/CS,CS,0,0,0,0,5,13.81
3805,Yellow Soy Wrapper 20/10pks,CS,0,0,0,0,1,65.00
3805,Yellow Soy Wrapper 20/10pks,CS,0,0,0,0,5,65.00
3808,Mango Chipotle Origami Wraps 50pk/cs,PACK,0,0,0,0,1,12.00
3808,Mango Chipotle Origami Wraps 50pk/cs,PACK,0,0,0,0,5,12.00
3809,Color Soy Wrap,PK,345,377,32,0,1,2.50
3809,Color Soy Wrap,PK,0,0,0,0,5,2.50
3810,Soy Wrap Nori White,CS,0,0,0,0,1,108.50
3810,Soy Wrap Nori White,CS,0,0,0,0,5,108.50
3820,Kosher Ginger,EACH,0,0,0,0,1,29.00
3820,Kosher Ginger,EACH,0,0,0,0,5,29.00
3825,Kosher Wasabi 1KG,EACH,31,31,0,0,1,7.50
3825,Kosher Wasabi 1KG,EACH,0,0,0,0,5,7.50
3830,Kosher Nori 12/30sh,CS,5,5,0,0,1,141.00
3830,Kosher Nori 12/30sh,CS,0,0,0,0,5,141.00
3840,Natural Ginger 20LB,EACH,18,18,0,0,1,30.00
3840,Natural Ginger 20LB,EACH,0,0,0,0,5,30.00
3850,Natural Wasabi 2.2LB,BAG,31,31,0,0,1,5.47
3850,Natural Wasabi 2.2LB,BAG,0,0,0,0,5,5.47
3860,Natural Vin Orange 5.28gal,CS,0,0,0,0,1,30.36
3860,Natural Vin Orange 5.28gal,CS,0,0,0,0,5,30.36
3870,Beet Root Chips,BAG,18,18,0,0,1,28.25
3871,Okra Chips,BAG,18,18,0,0,1,24.55
3999,Vegetarian Oyster Sauce 4/CS,BOT,72,72,0,0,1,5.59
4192,Yamachan Ramen 40/CS,CS,0,0,0,0,1,20.80
4777,CH-82 Fold Tray,PK,0,0,0,0,1,2.55
4777,CH-82 Fold Tray,PK,0,0,0,0,5,2.55
4998,16 oz MIC Bowl Set 50 pcs,PK,0,0,0,0,1,0.00
4998,16 oz MIC Bowl Set 50 pcs,PK,0,0,0,0,5,0.00
5110,FET 1.0 Eco Tray Body 100pc,PK,-8,-8,0,0,1,14.00
5111,FET 1.0 Eco Tray Lid 50pc,PK,-8,-8,0,0,1,3.95
5115,FET  1.5 Eco Tray Body 100pc,PK,-40,-40,0,0,1,18.42
5116,FET-1.5 Eco Tray Lid 50pc,PK,-72,-72,0,0,1,4.56
5125,AFC H1 Heart Cont Body 20 PC,PK,9430,9641,211,0,1,6.77
5125,AFC H1 Heart Cont Body 20 PC,PK,0,0,0,0,5,6.77
5130,AFC H1 Heart Lid 20 PC,PK,9384,9617,233,0,1,5.31
5130,AFC H1 Heart Lid 20 PC,PK,0,0,0,0,5,5.31
5145,AFC-16 Clear Body,PK,2286,2657,371,0,1,2.91
5145,AFC-16 Clear Body,PK,0,0,0,0,5,2.91
5150,AFC-16 Lid  Pack,PK,2319,2708,389,0,1,2.37
5150,AFC-16 Lid  Pack,PK,0,0,0,0,5,2.37
5155,AFC-4 Blue Body Pack,PK,48958,53014,4056,0,1,2.72
5155,AFC-4 Blue Body Pack,PK,0,0,0,0,5,2.72
5155A,R1.0 (AFC-4) Blue Set CS 8/50pc/CS,CS,6,6,0,0,1,39.28
5155B,R1.0 (AFC-4) Blue Set PK,PK,-88,-88,0,0,1,4.91
5160,AFC-4 Lid  Pack,PK,50709,54732,4023,0,1,2.36
5160,AFC-4 Lid  Pack,PK,0,0,0,0,5,2.36
5165,AFC-5 Blue Body Pack,PK,9346,10288,942,0,1,3.10
5165,AFC-5 Blue Body Pack,PK,0,0,0,0,5,3.10
5170,AFC-5 Lid Pack,PK,8567,9554,987,0,1,2.84
5170,AFC-5 Lid Pack,PK,0,0,0,0,5,2.84
5175,AFC-20 Blue Body Pack,PK,12671,13016,345,0,1,3.20
5175,AFC-20 Blue Body Pack,PK,0,0,0,0,5,3.20
5175A,SK-20 Blue Set CS 6/50pc/set cs,CS,0,0,0,0,1,34.98
5175B,SK-20 (AFC-20) Set PK,PK,45,45,0,0,1,5.83
5175S,AFC-20 Sakura Body 16/50pc,PK,864,864,0,0,1,8.23
5176,AFC-20 Clear Body,PK,7683,9770,2087,0,1,3.14
5176,AFC-20 Clear Body,PK,0,0,0,0,5,3.14
5180,AFC-20 Lid  Pack,PK,17429,19712,2283,0,1,2.84
5180,AFC-20 Lid  Pack,PK,0,0,0,0,5,2.84
5181,AFC-20 Compostable Body,PK,2230,2230,0,0,1,3.77
5182,AFC-20 Compostable Lid,PK,2230,2230,0,0,1,6.07
5185,AFC-30 Blue Body Pack,PK,54447,56291,1844,0,1,3.97
5185,AFC-30 Blue Body Pack,PK,0,0,0,0,5,3.97
5185A,SK-30 Blue Set Cs 6/50pc/set cs,CS,0,0,0,0,1,41.34
5185B,SK-30 (AFC-30) Set PK,PK,0,0,0,0,1,6.89
5185S,AFC-30 Sakura Body 16/50pc/cs,PK,1792,1792,0,0,1,8.90
5186,AFC-30 Clear Body,PK,19786,23613,3827,0,1,3.88
5186,AFC-30 Clear Body,PK,0,0,0,0,5,3.88
5190,AFC-30 Lid Pack,PK,92181,97506,5325,0,1,3.16
5190,AFC-30 Lid Pack,PK,0,0,0,0,5,3.16
5191,AFC-30 Compostable Body,PK,8639,8639,0,0,1,4.92
5192,AFC-30 Compostable Lid,PK,8879,8879,0,0,1,7.75
5195,AFC-40 Blue Body Pack,PK,7016,7844,828,0,1,4.79
5195,AFC-40 Blue Body Pack,PK,0,0,0,0,5,4.79
5195A,SK-40 Blue Set CS 6/50pc/set/CS,CS,0,0,0,0,1,49.14
5195B,SK-40 (AFC-40) Set PK,PK,12,12,0,0,1,8.19
5195S,AFC-40 Sakura Body 16/50pc/cs,PK,640,640,0,0,1,9.66
5196,AFC-40 Clear Body,PK,3916,4656,740,0,1,4.66
5196,AFC-40 Clear Body,PK,0,0,0,0,5,4.66
5199,AFC-40 Lid Pack,PK,13304,14884,1580,0,1,3.68
5199,AFC-40 Lid Pack,PK,0,0,0,0,5,3.68
5200,ST-201 Manyo Body,PK,0,0,0,0,1,9.19
5200,ST-201 Manyo Body,PK,0,0,0,0,5,9.19
5201,AFC-40 Compostable Body,PK,3103,3103,0,0,1,6.78
5202,AFC-40 Compostable Lid,PK,3103,3103,0,0,1,8.98
5203,CV-11B Body (BF-18),PK,0,0,0,0,1,3.60
5203,CV-11B Body (BF-18),PK,0,0,0,0,5,3.60
5204,CV-11F Lid  (BF-18),PK,0,0,0,0,1,2.25
5204,CV-11F Lid  (BF-18),PK,0,0,0,0,5,2.25
5205,ST-201 Blue Body,PK,2864,3510,646,0,1,3.44
5205,ST-201 Blue Body,PK,0,0,0,0,5,3.44
5210,ST-201 Lid Pk,PK,5059,5714,655,0,1,2.82
5210,ST-201 Lid Pk,PK,0,0,0,0,5,2.82
5215,ST-202 Blue Body Pack,PK,8834,10318,1484,0,1,4.39
5215,ST-202 Blue Body Pack,PK,0,0,0,0,5,4.39
5220,ST-202 Lid  PACK,PK,12637,14137,1500,0,1,3.28
5220,ST-202 Lid  PACK,PK,0,0,0,0,5,3.28
5225,ST-218 MANYO BODY,PK,1462,1478,16,0,1,9.34
5225,ST-218 MANYO BODY,PK,0,0,0,0,5,9.34
5230,ST-218 Blue Body Pk,PK,9624,10701,1077,0,1,5.37
5230,ST-218 Blue Body Pk,PK,0,0,0,0,5,5.37
5235,ST-218 LID  PACK,PK,10105,11038,933,0,1,3.80
5235,ST-218 LID  PACK,PK,0,0,0,0,5,3.80
5240,ST-202 Manyo Body,PK,538,554,16,0,1,7.46
5240,ST-202 Manyo Body,PK,0,0,0,0,5,7.46
5245,ST-4 Blue BD 50,PK,15782,17540,1758,0,1,3.06
5245,ST-4 Blue BD 50,PK,0,0,0,0,5,3.06
5251,ST-4 Lid Pack  50,PK,15732,17538,1806,0,1,2.40
5251,ST-4 Lid Pack  50,PK,0,0,0,0,5,2.40
5255,ST-4 Manyo Body,PK,921,969,48,0,1,4.34
5255,ST-4 Manyo Body,PK,0,0,0,0,5,4.34
5265,ST-5 Blue BD 50,PK,2108,2234,126,0,1,3.25
5265,ST-5 Blue BD 50,PK,0,0,0,0,5,3.25
5270,ST-5 Lid Pack 50,PK,4807,4933,126,0,1,2.89
5270,ST-5 Lid Pack 50,PK,0,0,0,0,5,2.89
5276,ST-5 Manyo Body,PK,2809,2809,0,0,1,10.55
5276,ST-5 Manyo Body,PK,0,0,0,0,5,10.55
5277,MH-30.(ZX-30) Sushi Tray 50pc/Set,SET,247,247,0,0,1,9.50
5278,MH-40 (DO-3) Sushi Tray 50pc/Set,SET,-56,-56,0,0,1,11.25
5279,MH-35 Sushi Tray 50pc/set,SET,124,124,0,0,1,9.00
5280,MH-10 (B-011).(AFC-4) 50pc/pk,SET,-48,-48,0,0,1,6.25
5281,MH-15  (AFC-5)  100pc/pk,SET,-679,-679,0,0,1,10.50
5282,SU-CS-75 100pc/set (AFC4),SET,750,750,0,0,1,6.32
5283,JFC -18 Tray (OP-510)  50pc/set,SET,3924,4023,99,0,1,5.67
5284,MH-06 (20)  Tray Set,SET,-1138,-1138,0,0,1,5.65
5285,Produce Bag,EACH,0,0,0,0,1,10.00
5285,Produce Bag,EACH,0,0,0,0,5,10.00
5286,MH-50  (40) Clear Tray Set,SET,492,492,0,0,1,15.25
5287,TTM 24oz Bottom 100pc/pk(AFC4),PK,-15,-15,0,0,1,11.89
5288,TTM 24 oz Lid 100pc/pk (AFC4),PK,243,243,0,0,1,9.54
5289,53205 Body 100pc/pk (AFC 30),PK,-13,-13,0,0,1,9.00
5290,53205L-1 Lid 100pc/pk (AFC30),PK,-311,-281,30,0,1,9.75
5300,32oz Bowl 300pc. Sabert,CS,18,19,1,0,1,45.90
5300,32oz Bowl 300pc. Sabert,CS,0,0,0,0,5,45.90
