Item,Description,UOM,Available,OnHand,Allocated,OnOrder,WHS,Cost
5301,32oz Bowl Lid 300pc. Sabert,CS,20,21,1,0,1,47.26
5301,32oz Bowl Lid 300pc. Sabert,CS,0,0,0,0,5,47.26
5302,32oz Bowl 150pc.Anchor 150pc,CS,-8,-6,2,50,1,34.83
5302,32oz Bowl 150pc.Anchor 150pc,CS,0,0,0,0,5,34.83
5303,32oz Bowl Lid. 150pc. Anchor 150pc,CS,-2,0,2,56,1,26.95
5303,32oz Bowl Lid. 150pc. Anchor 150pc,CS,0,0,0,0,5,26.95
5305,BO-SC-U24 Bowl 24oz 500pc WC,CS,21,24,3,0,1,79.45
5305,BO-SC-U24 Bowl 24oz 500pc WC,CS,0,0,0,0,5,79.45
5306,BOL-CS-24 Bowl Lid 24oz 300pc WC,CS,-11,-6,5,0,1,46.70
5306,BOL-CS-24 Bowl Lid 24oz 300pc WC,CS,0,0,0,0,5,46.70
5307,BG-ST-4 Compostable Body 800pc,CS,21,21,0,0,1,77.20
5307,BG-ST-4 Compostable Body 800pc,CS,0,0,0,0,5,77.20
5308,BG-ST-4 Compostable Lid 800pc,CS,28,28,0,0,1,92.65
5308,BG-ST-4 Compostable Lid 800pc,CS,0,0,0,0,5,92.65
5309,32oz Bowl Body Stalk L014 500pc,CS,22,22,0,0,1,71.90
5309,32oz Bowl Body Stalk L014 500pc,CS,0,0,0,0,5,71.90
5310,32oz Lid Table ware DL32 200pc,CS,14,14,0,0,1,40.56
5310,32oz Lid Table ware DL32 200pc,CS,0,0,0,0,5,40.56
5311,24oz Bowl BG-BO24R1 500pc,CS,30,30,0,0,1,69.18
5311,24oz Bowl BG-BO24R1 500pc,CS,0,0,0,0,5,69.18
5312,24oz Lid BG-Bo24 PL 500pc,CS,75,75,0,0,1,64.20
5312,24oz Lid BG-Bo24 PL 500pc,CS,0,0,0,0,5,64.20
5313,White Diamond Ramen Bowl,CS,-8,2,10,0,1,55.38
5314,EP-SH2 5X7 BLK SUSHI TRAY 600PC,CS,26,26,0,0,1,96.75
5315,EP-SH3 6X9 BLK SUSHI TRAY 600PC,CS,30,30,0,0,1,137.62
5316,Anchor M612 Base,CS,0,0,0,0,1,65.50
5317,Anchor LH600 Lid,CS,0,0,0,0,1,60.90
5318,Anchor M424-B Base,CS,24,24,0,0,1,36.85
5319,Anchor LH4LD-NB Lid,CS,24,24,0,0,1,31.75
5320,Don-S Bowl 50pcs/16pks,CS,17,17,0,0,1,214.00
5321,Don-S Lid 50pcs/16pks,CS,17,17,0,0,1,144.00
5322,Sabert D300 Base 100pc/pk (AFC 5),PK,179,179,0,0,1,15.04
5323,Sabert D300 Lid 50pc/pk (AFC 5),PK,482,482,0,0,1,7.52
5324,Sabert B300N Base HT 300pc/cs,CS,49,49,0,0,1,56.25
5325,Sabert B300N Lid HT300pc/cs,CS,49,49,0,0,1,60.50
5410,BF-18 Salad Cont Body50pc/24/CS,PK,0,0,0,0,1,4.35
5411,BF-18 Salad Tray Lid 50pc/24/cs,PK,0,0,0,0,1,3.78
5412,AFC-18 White Body,PK,2072,2824,752,0,1,3.83
5412,AFC-18 White Body,PK,0,0,0,0,5,3.83
5416,AFC-18 Lid  50 pcs,PK,1845,2533,688,0,1,3.91
5416,AFC-18 Lid  50 pcs,PK,0,0,0,0,5,3.91
5475,KL Hana-310,PK,1,1,0,0,1,2.07
5475,KL Hana-310,PK,0,0,0,0,5,2.07
5481,B&H 16 Bowl Body Pack,PK,90,90,0,0,1,5.61
5481,B&H 16 Bowl Body Pack,PK,0,0,0,0,5,5.61
5482,B&H 16 Bowl Lid Pack,PK,90,90,0,0,1,3.25
5482,B&H 16 Bowl Lid Pack,PK,0,0,0,0,5,3.25
5483,B&H 16 Bowl Middle,PK,90,90,0,0,1,2.01
5483,B&H 16 Bowl Middle,PK,0,0,0,0,5,2.01
55,PR TUNA10# 02/06/19,CS,0,0,0,0,1,150.00
55,PR TUNA10# 02/06/19,CS,0,0,0,0,5,150.00
56,ULT Tuna 12/16/20 . Manuf.Nov.. 2020,CS,0,0,0,0,1,84.54
56,ULT Tuna 12/16/20 . Manuf.Nov.. 2020,CS,0,0,0,0,5,84.54
5601,AFC-235 Party Tray Body 50pc,PK,-84,-84,0,0,1,15.00
5601,AFC-235 Party Tray Body 50pc,PK,0,0,0,0,5,15.00
5602,AFC-235 Party Tray  Lid  50pc,PK,-82,-82,0,0,1,12.15
5602,AFC-235 Party Tray  Lid  50pc,PK,0,0,0,0,5,12.15
5603,AFC-40L  MW Inner 50pc x 20pk,PK,3938,3938,0,0,1,6.29
5603,AFC-40L  MW Inner 50pc x 20pk,PK,0,0,0,0,5,6.29
5604,AFC-40S MW INNER 50pc x 48,PK,31,31,0,0,1,5.67
5604,AFC-40S MW INNER 50pc x 48,PK,0,0,0,0,5,5.67
5605,AFC-235 Party Tray Body 50pc/PK,PK,2269,2475,206,0,1,17.95
5605,AFC-235 Party Tray Body 50pc/PK,PK,0,0,0,0,5,17.95
5610,AFC-235 Party Ty Lid 50pc/PK,PK,2269,2341,72,0,1,14.54
5610,AFC-235 Party Ty Lid 50pc/PK,PK,0,0,0,0,5,14.54
5615,SF-275(SF-3) Asaoke body,PK,3839,3839,0,0,1,2.88
5615,SF-275(SF-3) Asaoke body,PK,0,0,0,0,5,2.88
5616,AFC-275 Party Tray Body 6/50pc,PK,1632,1632,0,0,1,13.90
5617,AFC-275 Party Tray Lid 6/50pc,PK,1820,1821,1,0,1,10.70
5620,SF-275 (SF-3) Shachi Lid,PK,3839,3839,0,0,1,2.21
5620,SF-275 (SF-3) Shachi Lid,PK,0,0,0,0,5,2.21
5625,SF-355 Body (SF-5),PK,1935,1947,12,0,1,4.48
5625,SF-355 Body (SF-5),PK,0,0,0,0,5,4.48
5630,SF-355 Lid  Pack SF-5,PK,1863,1875,12,0,1,3.42
5630,SF-355 Lid  Pack SF-5,PK,0,0,0,0,5,3.42
5635,SF-7 Oke Body,PK,466,475,9,0,1,9.54
5635,SF-7 Oke Body,PK,0,0,0,0,5,9.54
5640,SF-7 Lid  Pack 10pc,PK,465,474,9,0,1,6.19
5640,SF-7 Lid  Pack 10pc,PK,0,0,0,0,5,6.19
5645,SF-55 White Bowl Body 50pc,PK,6429,7024,595,0,1,4.98
5645,SF-55 White Bowl Body 50pc,PK,0,0,0,0,5,4.98
5646,SF-55 Bowl Lid 50pc,PK,6640,7234,594,0,1,3.06
5646,SF-55 Bowl Lid 50pc,PK,0,0,0,0,5,3.06
5647,SF-55 Inner 200pc/12pk,PK,657,658,1,0,1,9.71
5647,SF-55 Inner 200pc/12pk,PK,0,0,0,0,5,9.71
5648,TO-NB24 150sets/cs (SF55),CS,43,43,0,0,1,46.65
5653,Donburi Bowl Set DB-103,SET,70,120,50,60,1,10.38
5653,Donburi Bowl Set DB-103,SET,0,0,0,0,5,10.38
5661,Football Tray  Each 50 pc,EACH,0,0,0,3050,1,0.60
5661,Football Tray  Each 50 pc,EACH,0,0,0,0,5,0.60
5670,AFC-355 Sakura Body Pty Tray 8/10pc/cs,PK,744,744,0,0,1,28.28
5671,AFC-355 Sakura Lid  8/10pc/cs,PK,744,744,0,0,1,9.70
5680,AFC-7 Sakura Body 6/10pc/cs,PK,300,300,0,0,1,32.02
5681,AFC-7 Sakura Lid 6/10pc/cs,PK,300,300,0,0,1,11.41
57,ULT 5# 12/16/20. Manu. Nov.. 2020,CS,0,0,0,0,1,84.54
57,ULT 5# 12/16/20. Manu. Nov.. 2020,CS,0,0,0,0,5,84.54
5752,White Micro Bowls 36 oz,CS,0,0,0,0,1,43.12
5752,White Micro Bowls 36 oz,CS,0,0,0,0,5,43.12
5805,PLA ST-4 Cont. Set 400pc,CASE,-9,-9,0,0,1,124.80
5805,PLA ST-4 Cont. Set 400pc,CASE,0,0,0,0,5,124.80
5810,ECO 1.5 Compostable Lid,CS,-3,-3,0,0,1,34.00
5810,ECO 1.5 Compostable Lid,CS,0,0,0,0,5,34.00
5811,ECO 1.5 Compostable Tray,CS,-3,-3,0,0,1,38.00
5811,ECO 1.5 Compostable Tray,CS,0,0,0,0,5,38.00
5812,EG 2.0 Compostable Lid,CS,-4,-4,0,0,1,74.69
5812,EG 2.0 Compostable Lid,CS,0,0,0,0,5,74.69
5813,EG 2.0 Compostable Base,CS,-3,-3,0,0,1,89.00
5813,EG 2.0 Compostable Base,CS,0,0,0,0,5,89.00
5816,BF-8 Curry White Body 50pc,PACK,0,0,0,0,1,7.16
5816,BF-8 Curry White Body 50pc,PACK,0,0,0,0,5,7.16
5817,BF-8 Curry Lid  50pc,PACK,0,0,0,0,1,5.51
5817,BF-8 Curry Lid  50pc,PACK,0,0,0,0,5,5.51
5818,Compostable Bowl BO-SC-U24 500pc,CASE,0,0,0,0,1,79.45
5818,Compostable Bowl BO-SC-U24 500pc,CASE,0,0,0,0,5,79.45
5819,Compostable Lid BOL-CS-24 300pc,CASE,0,0,0,0,1,46.70
5819,Compostable Lid BOL-CS-24 300pc,CASE,0,0,0,0,5,46.70
5820,COR-R20 Body Pk 8/50pc,PK,0,0,0,0,1,4.03
5820,COR-R20 Body Pk 8/50pc,PK,0,0,0,0,5,4.03
5822,COR-R20 Lid 8/50pc,PK,0,0,0,0,1,3.58
5822,COR-R20 Lid 8/50pc,PK,0,0,0,0,5,3.58
5823,COP-R15 Body PK 50pc,PK,519,539,20,0,1,3.54
5823,COP-R15 Body PK 50pc,PK,0,0,0,0,5,3.54
5824,COP-R15 Lid PK 50pc,PK,498,518,20,0,1,3.22
5824,COP-R15 Lid PK 50pc,PK,0,0,0,0,5,3.22
5827,COP-18 Poke Bowl  Body Pk,PK,-165,126,291,0,1,5.46
5827,COP-18 Poke Bowl  Body Pk,PK,0,0,0,0,5,5.46
5829,COP-18 Poke Bowl  Lid  Pk,PK,-667,-308,359,0,1,4.60
5829,COP-18 Poke Bowl  Lid  Pk,PK,0,0,0,0,5,4.60
5830,2 oz Cup  100pc/pk,PK,363,371,8,0,1,1.16
5830,2 oz Cup  100pc/pk,PK,0,0,0,0,5,1.16
5835,2 oz Lid  100pc/pk,PK,421,428,7,0,1,1.16
5835,2 oz Lid  100pc/pk,PK,0,0,0,0,5,1.16
5836,2 oz Microwaveable Cup and Lid,CS,0,0,0,210,1,71.34
5840,Cup 90MB 4 oz  50pc,PK,1305,1543,238,0,1,2.73
5840,Cup 90MB 4 oz  50pc,PK,0,0,0,0,5,2.73
5845,Cup 90TC 4 oz Lid  50 pc,PK,620,842,222,0,1,2.43
5845,Cup 90TC 4 oz Lid  50 pc,PK,0,0,0,0,5,2.43
5860,Demo Cup  20PK/CS,PK,461,461,0,0,1,2.85
5860,Demo Cup  20PK/CS,PK,0,0,0,0,5,2.85
5889,Sample Tray Dome,EACH,124,124,0,0,1,149.80
5889,Sample Tray Dome,EACH,0,0,0,0,5,149.80
5999,Sampling Dome Kit,EACH,0,0,0,0,1,341.96
5999,Sampling Dome Kit,EACH,0,0,0,0,5,341.96
6110,Baran Box 1000 pcs,PK,6363,7315,952,0,1,0.88
6110,Baran Box 1000 pcs,PK,0,0,0,0,5,0.88
6120,Chopstick 100PR,PK,27014,30245,3231,0,1,1.04
6120,Chopstick 100PR,PK,0,0,0,0,5,1.04
6121,Wild Blue Chopstick 40pks,PK,9634,9634,0,0,1,1.10
6121,Wild Blue Chopstick 40pks,PK,0,0,0,0,5,1.10
6130,Chopkstick Special 100,PK,200,200,0,0,1,1.00
6130,Chopkstick Special 100,PK,0,0,0,0,5,1.00
6140,Edamame  Sleeve White 100pc,PK,1100,1106,6,0,1,17.00
6140,Edamame  Sleeve White 100pc,PK,0,0,0,0,5,17.00
6175,Towel,EACH,0,0,0,0,1,0.00
6175,Towel,EACH,0,0,0,0,5,0.00
6200,Thermo  B.R. Gradient,ROLL,0,0,0,0,1,7.50
6200,Thermo  B.R. Gradient,ROLL,0,0,0,0,5,7.50
6201,White Mini Sticker,ROLL,111,111,0,0,1,12.50
6201,White Mini Sticker,ROLL,0,0,0,0,5,12.50
6208,Thermo Vertical Blue #3,ROLL,4389,8476,4087,3840,1,5.75
6208,Thermo Vertical Blue #3,ROLL,0,0,0,0,5,5.75
6210,Thermo Vertical Brown Rice #3,ROLL,0,0,0,0,1,5.75
6210,Thermo Vertical Brown Rice #3,ROLL,0,0,0,0,5,5.75
6220,12024T Freshpak Bowl 300,CS,0,0,0,0,1,93.12
6220,12024T Freshpak Bowl 300,CS,0,0,0,0,5,93.12
6221,Freshpak Bowl Lid 52032t 300pc,CS,0,0,0,0,1,62.62
6221,Freshpak Bowl Lid 52032t 300pc,CS,0,0,0,0,5,62.62
6222,Vertical Label Wild Blue,ROLL,430,468,38,0,1,7.39
6248,Vertical  No Logo,ROLL,189,189,0,0,1,5.80
6248,Vertical  No Logo,ROLL,0,0,0,0,5,5.80
6258,Vert. Robert Fresh Label,ROLL,273,273,0,144,1,6.25
6258,Vert. Robert Fresh Label,ROLL,0,0,0,0,5,6.25
6261,Lab. Vertical Nob Hill,ROLL,938,953,15,0,1,7.24
6261,Lab. Vertical Nob Hill,ROLL,0,0,0,0,5,7.24
6262,Lab. Vertical Raleys,ROLL,-108,-72,36,0,1,7.24
6262,Lab. Vertical Raleys,ROLL,0,0,0,0,5,7.24
6263,Lab. Vertical Bel Air,ROLL,988,1000,12,0,1,7.24
6263,Lab. Vertical Bel Air,ROLL,0,0,0,0,5,7.24
6266,Lab. Vertical Olo,ROLL,240,240,0,0,1,7.24
6266,Lab. Vertical Olo,ROLL,0,0,0,0,5,7.24
6267,Lab Vertical Oishisa,ROLL,117,117,0,0,1,7.24
6267,Lab Vertical Oishisa,ROLL,0,0,0,0,5,7.24
6268,Lab. Vertical PRC Market 32,ROLL,1107,1107,0,384,1,6.25
6268,Lab. Vertical PRC Market 32,ROLL,0,0,0,0,5,6.25
6269,Lab. Vertical Draegers,ROLL,1,1,0,0,1,7.24
6269,Lab. Vertical Draegers,ROLL,0,0,0,0,5,7.24
6270,Lab Vertical Rouses,ROLL,1053,1134,81,0,1,7.24
6270,Lab Vertical Rouses,ROLL,0,0,0,0,5,7.24
6271,Lab. Vert. Metropolitan,ROLL,517,533,16,0,1,7.24
6271,Lab. Vert. Metropolitan,ROLL,0,0,0,0,5,7.24
6273,Lab. Vertical Walgreen (Red Grad),ROLL,8,8,0,0,1,7.24
6273,Lab. Vertical Walgreen (Red Grad),ROLL,0,0,0,0,5,7.24
6275,Vert. Lake View Label,ROLL,196,196,0,0,1,6.25
6275,Vert. Lake View Label,ROLL,0,0,0,0,5,6.25
6285,Thermo Vertical Yamato,ROLL,1496,1496,0,0,1,6.25
6285,Thermo Vertical Yamato,ROLL,0,0,0,0,5,6.25
6290,Thermo Verti Yamato Brown,ROLL,1201,1201,0,0,1,6.25
6290,Thermo Verti Yamato Brown,ROLL,0,0,0,0,5,6.25
6291,Thermo Kosher Vert.Purple,ROLL,139,149,10,0,1,7.24
6291,Thermo Kosher Vert.Purple,ROLL,0,0,0,0,5,7.24
6292,Thermal Vertical Stonefish Label,ROLL,232,232,0,0,1,8.00
6292,Thermal Vertical Stonefish Label,ROLL,0,0,0,0,5,8.00
6293,Microwave Instructions AFC 40L Sticker,ROLL,60,64,4,0,1,8.90
6293,Microwave Instructions AFC 40L Sticker,ROLL,0,0,0,0,5,8.90
6294,PUBLIX $5 WEDNESDAY STICKER,ROLL,109,181,72,0,1,6.96
6294,PUBLIX $5 WEDNESDAY STICKER,ROLL,0,0,0,0,5,6.96
6295,Sticker 3 Min. Microwave,EACH,91,102,11,0,1,4.95
6295,Sticker 3 Min. Microwave,EACH,0,0,0,0,5,4.95
6296,$5 Red Sticker,ROLL,1145,1399,254,907,1,4.41
6296,$5 Red Sticker,ROLL,0,0,0,0,5,4.41
6297,$5 Barcode Sticker,EACH,1850,1979,129,0,1,4.41
6297,$5 Barcode Sticker,EACH,0,0,0,0,5,4.41
6299,$5  Red  Sticker,ROLL,-6,-6,0,0,1,6.00
6299,$5  Red  Sticker,ROLL,0,0,0,0,5,6.00
6300,Convection Oven 1/4Sheet,EACH,0,0,0,0,1,545.00
6300,Convection Oven 1/4Sheet,EACH,0,0,0,0,5,545.00
6301,$6 Red Sticker,ROLL,839,839,0,0,1,6.00
6302,$9.99 Purple Sticker,ROLL,858,858,0,0,1,6.00
6303,50 Cent Off W/card,ROLL,907,909,2,0,1,6.00
6304,Warm Up Microwave Sticker,ROLL,1113,1253,140,0,1,2.66
6350,Bleach,EACH,0,0,0,0,1,0.00
6350,Bleach,EACH,0,0,0,0,5,0.00
6500,Wild Blue Spicy Sauce Ribbon,ROLL,19,19,0,0,1,6.23
6501,Wild Blue Pickled Ginger Ribbon,ROLL,19,19,0,0,1,6.23
6502,Wild Blue Wasabi Ribbon,ROLL,19,19,0,0,1,6.23
6503,Wild Blue Sushi Sauce Ribbon,ROLL,20,20,0,0,1,6.23
6601,BOGO Sticker,ROLL,68,68,0,0,1,8.10
6601,BOGO Sticker,ROLL,0,0,0,0,5,8.10
6603,Date Gun Label,ROLL,2766,2831,65,0,1,2.20
6603,Date Gun Label,ROLL,0,0,0,0,5,2.20
6606,Date Gun Label "Sell-By",ROLL,2934,3537,603,400,1,2.20
6606,Date Gun Label "Sell-By",ROLL,0,0,0,0,5,2.20
6609,"New" Sticker Yellow,ROLL,427,444,17,0,1,4.41
6609,"New" Sticker Yellow,ROLL,0,0,0,0,5,4.41
6612,Clear Chef Special Sticker,ROLL,-91,-86,5,0,1,5.99
6612,Clear Chef Special Sticker,ROLL,0,0,0,0,5,5.99
6615,Clear Fully Cooked Sticker,ROLL,389,403,14,0,1,5.99
6615,Clear Fully Cooked Sticker,ROLL,0,0,0,0,5,5.99
6618,Clear Ginger Dressing Sticker,ROLL,0,0,0,0,1,6.96
6618,Clear Ginger Dressing Sticker,ROLL,0,0,0,0,5,6.96
6621,Clear Hot Garlic Sticker,EACH,0,0,0,0,1,6.96
6621,Clear Hot Garlic Sticker,EACH,0,0,0,0,5,6.96
6624,Clear Dumpling  Microwave Instruction Sticker 250 pcs,ROLL,-89,-50,39,0,1,4.75
6624,Clear Dumpling  Microwave Instruction Sticker 250 pcs,ROLL,0,0,0,0,5,4.75
6627,Clear Spicy Sticker,ROLL,205,217,12,0,1,5.99
6627,Clear Spicy Sticker,ROLL,0,0,0,0,5,5.99
6629,Chef Special Sticker Red 250,ROLL,426,428,2,0,1,4.95
6629,Chef Special Sticker Red 250,ROLL,0,0,0,0,5,4.95
6633,Clear Vegatable Only Sticker,ROLL,205,210,5,0,1,5.99
6633,Clear Vegatable Only Sticker,ROLL,0,0,0,0,5,5.99
6636,P. Gari Label 250 Ribbon,ROLL,562,575,13,0,1,8.67
6636,P. Gari Label 250 Ribbon,ROLL,0,0,0,0,5,8.67
6639,P Wasa Label 250 Ribon,ROLL,243,252,9,0,1,7.45
6639,P Wasa Label 250 Ribon,ROLL,0,0,0,0,5,7.45
6642,P Spicy Sauce L 250 Ribbon,ROLL,508,566,58,100,1,7.45
6642,P Spicy Sauce L 250 Ribbon,ROLL,0,0,0,0,5,7.45
6645,P Wasabi Oishisa 250,ROLL,0,0,0,0,1,7.00
6645,P Wasabi Oishisa 250,ROLL,0,0,0,0,5,7.00
6648,P Ginger Oishisa 250,ROLL,0,0,0,0,1,7.00
6648,P Ginger Oishisa 250,ROLL,0,0,0,0,5,7.00
6649,P. Sushi Sauce  250. Clear,ROLL,165,220,55,200,1,7.45
6649,P. Sushi Sauce  250. Clear,ROLL,0,0,0,0,5,7.45
6651,Label Friedrice,ROLL,0,0,0,0,1,5.15
6651,Label Friedrice,ROLL,0,0,0,0,5,5.15
6657,Classic Yummy Sauce Label,PK,52,60,8,0,1,8.67
6657,Classic Yummy Sauce Label,PK,0,0,0,0,5,8.67
6666,Brown Rice Sticker Clear,EACH,638,651,13,0,1,5.67
6666,Brown Rice Sticker Clear,EACH,0,0,0,0,5,5.67
6669,Label. Spring Gard. Sheet,EACH,0,0,0,0,1,0.20
6669,Label. Spring Gard. Sheet,EACH,0,0,0,0,5,0.20
6672,Lab Sustain Sticker,ROLL,0,0,0,0,1,6.00
6672,Lab Sustain Sticker,ROLL,0,0,0,0,5,6.00
6673,Gluten Free Sticker 250,ROLL,0,0,0,0,1,8.00
6673,Gluten Free Sticker 250,ROLL,0,0,0,0,5,8.00
6675,Prep Item Label 500,ROLL,1532,1742,210,0,1,1.95
6675,Prep Item Label 500,ROLL,0,0,0,0,5,1.95
6676,Hot Bowl Sell By Stickers,ROLL,198,204,6,11,1,4.75
6676,Hot Bowl Sell By Stickers,ROLL,0,0,0,0,5,4.75
6677,$2 Off Red Sticker,ROLL,941,941,0,0,1,6.00
6678,$1 Off Sticker,ROLL,782,782,0,0,1,6.00
6678,$1 Off Sticker,ROLL,0,0,0,0,5,6.00
6679,Weekly Special Sticker,ROLL,0,0,0,0,1,5.25
6679,Weekly Special Sticker,ROLL,0,0,0,0,5,5.25
6685,Sticker. Grilled Chicken,ROLL,0,0,0,0,1,4.95
6685,Sticker. Grilled Chicken,ROLL,0,0,0,0,5,4.95
6968,Tablet. Aus. Label Machine,EACH,0,0,0,0,1,750.00
6968,Tablet. Aus. Label Machine,EACH,0,0,0,0,5,750.00
6969,Printer. Australia,EACH,0,0,0,0,1,312.64
6969,Printer. Australia,EACH,0,0,0,0,5,312.64
7006,P Cari Label Cand,ROLL,0,0,0,0,1,0.00
7006,P Cari Label Cand,ROLL,0,0,0,0,5,0.00
7007,P Wasa Label Cand,ROLL,0,0,0,0,1,0.00
7007,P Wasa Label Cand,ROLL,0,0,0,0,5,0.00
7008,P Spicy Sauce Can,ROLL,0,0,0,0,1,0.00
7008,P Spicy Sauce Can,ROLL,0,0,0,0,5,0.00
7009,P Gari Weg,ROLL,0,0,0,0,1,7.99
7009,P Gari Weg,ROLL,0,0,0,0,5,7.99
7010,P Wasabi Weg,ROLL,0,0,0,0,1,7.99
7010,P Wasabi Weg,ROLL,0,0,0,0,5,7.99
7011,Spy Sauce Label Weg,ROLL,0,0,0,0,1,7.99
7011,Spy Sauce Label Weg,ROLL,0,0,0,0,5,7.99
7012,Vege Gyoza Bar Code,ROLL,0,0,0,0,1,5.00
7012,Vege Gyoza Bar Code,ROLL,0,0,0,0,5,5.00
7099,KARAAGE BATTER,PK,0,0,0,0,1,6.75
7099,KARAAGE BATTER,PK,0,0,0,0,5,6.75
7120,Label Prem Tuna,ROLL,0,0,0,0,1,4.80
7120,Label Prem Tuna,ROLL,0,0,0,0,5,4.80
7121,Label Aramark,ROLL,0,0,0,0,1,0.00
7121,Label Aramark,ROLL,0,0,0,0,5,0.00
7132,P. Teriyaki 250,ROLL,0,0,0,0,1,5.15
7132,P. Teriyaki 250,ROLL,0,0,0,0,5,5.15
7139,New Nutri Broch,ROLL,0,0,0,0,1,10.00
7139,New Nutri Broch,ROLL,0,0,0,0,5,10.00
7143,Lab Can Nut Fac,ROLL,0,0,0,0,1,0.00
7143,Lab Can Nut Fac,ROLL,0,0,0,0,5,0.00
7144,P Spicy Oishisa L 200,ROLL,0,0,0,0,1,7.00
7144,P Spicy Oishisa L 200,ROLL,0,0,0,0,5,7.00
7149,P Label Avery,ROLL,0,0,0,0,1,0.00
7149,P Label Avery,ROLL,0,0,0,0,5,0.00
7150,P LA Wasa Sauce,ROLL,0,0,0,0,1,0.00
7150,P LA Wasa Sauce,ROLL,0,0,0,0,5,0.00
7151,Label Swt Chili,ROLL,0,0,0,0,1,6.00
7151,Label Swt Chili,ROLL,0,0,0,0,5,6.00
7156,THERMO PF SUSHI,ROLL,0,0,0,0,1,6.06
7156,THERMO PF SUSHI,ROLL,0,0,0,0,5,6.06
7158,Lab Bar Code,ROLL,0,0,0,0,1,0.00
7158,Lab Bar Code,ROLL,0,0,0,0,5,0.00
7161,P LA Konomi 1000,EACH,0,0,0,0,1,0.00
7161,P LA Konomi 1000,EACH,0,0,0,0,5,0.00
7167,Label Kowalski,ROLL,0,0,0,0,1,0.00
7167,Label Kowalski,ROLL,0,0,0,0,5,0.00
7170,P.LA GOMA RETAIL LABEL,EACH,0,0,0,0,1,0.00
7170,P.LA GOMA RETAIL LABEL,EACH,0,0,0,0,5,0.00
7183,Label Grill Gyoza,ROLL,0,0,0,0,1,2.03
7183,Label Grill Gyoza,ROLL,0,0,0,0,5,2.03
720,LATE ORDER,EACH,0,0,0,0,1,0.00
720,LATE ORDER,EACH,0,0,0,0,5,0.00
7219,Attach Board Set,SET,0,0,0,0,1,0.00
7219,Attach Board Set,SET,0,0,0,0,5,0.00
7225,THERMO SUSHI ICHI DIRECT,ROLL,0,0,0,0,1,6.23
7225,THERMO SUSHI ICHI DIRECT,ROLL,0,0,0,0,5,6.23
7226,Thermo Fortino Brown,ROLL,0,0,0,0,1,5.90
7226,Thermo Fortino Brown,ROLL,0,0,0,0,5,5.90
7227,Thermo Fortino Blue,ROLL,0,0,0,0,1,5.96
7227,Thermo Fortino Blue,ROLL,0,0,0,0,5,5.96
7228,THERMO LABEL BIG Y 001,ROLL,0,0,0,0,1,6.09
7228,THERMO LABEL BIG Y 001,ROLL,0,0,0,0,5,6.09
7239,Clear Chef Special Dressing Sticker,ROLL,0,0,0,0,1,6.96
7239,Clear Chef Special Dressing Sticker,ROLL,0,0,0,0,5,6.96
7243,Clear Pickled Ginger Sticker,ROLL,0,0,0,0,1,15.45
7243,Clear Pickled Ginger Sticker,ROLL,0,0,0,0,5,15.45
7303,Label Heart Cake,EACH,0,0,0,0,1,0.00
7303,Label Heart Cake,EACH,0,0,0,0,5,0.00
7332,AOS Madison Label Thermo,PK,0,0,0,0,1,26.00
7332,AOS Madison Label Thermo,PK,0,0,0,0,5,26.00
7545,Retail Rice. Microwavable,CS,0,0,0,0,1,13.56
7545,Retail Rice. Microwavable,CS,0,0,0,0,5,13.56
7546,Use 7545,BOT,0,0,0,0,1,13.80
7546,Use 7545,BOT,0,0,0,0,5,13.80
8000,Poster Frame Ikea,EACH,0,0,0,0,1,1.35
8000,Poster Frame Ikea,EACH,0,0,0,0,5,1.35
8002,Blender,EACH,0,0,0,0,1,30.00
8002,Blender,EACH,0,0,0,0,5,30.00
8082,Soup Base Tonkotsu Yama 10/cs,BOT,0,0,0,0,1,15.70
8083,Soup Base Miso Yamachan 12/cs,BOT,0,0,0,0,1,11.10
8101,HOT BOWL NET,CS,28,28,0,0,1,200.00
8101,HOT BOWL NET,CS,0,0,0,0,5,200.00
8102,Cleaning Pen,EACH,223,232,9,0,1,1.09
8102,Cleaning Pen,EACH,0,0,0,0,5,1.09
8104,Calendar Set,EACH,1704,1773,69,0,1,0.00
8104,Calendar Set,EACH,0,0,0,0,5,0.00
8112,Scrub,EACH,-24,-22,2,0,1,0.46
8112,Scrub,EACH,0,0,0,0,5,0.46
8114,Brush,EACH,27,28,1,0,1,8.90
8114,Brush,EACH,0,0,0,0,5,8.90
8116,Sanitizer,EACH,0,0,0,0,1,0.00
8116,Sanitizer,EACH,0,0,0,0,5,0.00
8118,Spray Bottle,EACH,-3,-3,0,0,1,2.66
8118,Spray Bottle,EACH,0,0,0,0,5,2.66
8121,Torch. Iwatani,EACH,-1,-1,0,0,1,23.90
8121,Torch. Iwatani,EACH,0,0,0,0,5,23.90
8122,Makisu 27cm,EACH,1662,1704,42,0,1,1.16
8122,Makisu 27cm,EACH,0,0,0,0,5,1.16
8124,Makisu (S),EACH,-15,149,164,0,1,0.94
8124,Makisu (S),EACH,0,0,0,0,5,0.94
8128,Masterchef Knife,EACH,547,572,25,0,1,47.42
8128,Masterchef Knife,EACH,0,0,0,0,5,47.42
8129,Ladle 2oz,EACH,0,0,0,0,1,0.00
8129,Ladle 2oz,EACH,0,0,0,0,5,0.00
8130,Sharp Storne-LG,EACH,-2,3,5,0,1,17.47
