Item No,Item Description,Category,UOM,UOM Qty,Cost,Ext. Cost,Price,Ext. Price,Type,Status
8166,Safety Glove. Med or SM,EACH,EACH,1,6.95000,6.95000,22.33000,22.33000,Sales Inventory,Active
8168,P Glove Small 100,PK,PK,1,2.00000,2.00000,2.03000,2.03000,Sales Inventory,Active
8170,P Glove Medium 100,PK,PK,1,2.00000,2.00000,2.03000,2.03000,Sales Inventory,Active
8172,P Glove Large 100,PK,PK,1,0.61000,0.61000,0.51000,0.51000,Sales Inventory,Active
8174,Paper Towel,EACH,EACH,1,1.75000,1.75000,2.54000,2.54000,Sales Inventory,Active
8176,Seal Wrap 18,EACH,EACH,1,21.34000,21.34000,22.48000,22.48000,Sales Inventory,Active
8178,Towel Disposable,PACK,PACK,1,14.17000,14.17000,16.24000,16.24000,Sales Inventory,Active
8180,Wax Paper,EACH,EACH,1,4.00000,4.00000,6.34000,6.34000,Sales Inventory,Active
8182,Absorbent Pad  1.000pc,BOX,BOX,1,13.38000,13.38000,24.36000,24.36000,Sales Inventory,Active
8183,Nigiri Maker,EACH,EACH,1,2.00000,2.00000,2.25000,2.25000,Sales Inventory,Active
8184,Disposable Pastry Bag,EACH,EACH,1,15.00000,15.00000,17.51000,17.51000,Sales Inventory,Active
8186,Pastry Bag Tip,EACH,EACH,1,0.65000,0.65000,0.81000,0.81000,Sales Inventory,Active
8188,Log Book,EACH,EACH,1,10.00000,10.00000,30.44000,30.44000,Discontinued,Active
8190,Binder Set,EACH,EACH,1,0.00000,0.00000,7.25000,7.25000,Sales Inventory,Active
8192,Ord sht Price L,EACH,EACH,1,0.00000,0.00000,0.01000,0.01000,Discontinued,Active
8195,Strainer,EACH,EACH,1,0.00000,0.00000,11.40000,11.40000,Sales Inventory,Active
8205,Water Base Frame,EACH,EACH,1,103.00000,103.00000,120.23000,120.23000,Sales Inventory,Active
8210,Indoor Banner Cust. Service,EACH,EACH,1,30.00000,30.00000,35.00000,35.00000,Sales Inventory,Active
8211,A shape Panel,EACH,EACH,1,35.00000,35.00000,40.60000,40.60000,Sales Inventory,Active
8212,HK Interior Banner,EACH,EACH,1,0.00000,0.00000,35.00000,35.00000,Discontinued,Inactive
8215,Custom Order Sticker,EACH,EACH,1,5.50000,5.50000,8.50000,8.50000,Discontinued,Active
8220,Shelf Liner Cust. Service,EACH,EACH,1,10.50000,10.50000,9.50000,9.50000,Sales Inventory,Active
8225,Shelf Liner 2 Liner Cust. Service,EACH,EACH,1,15.00000,15.00000,16.00000,16.00000,Sales Inventory,Active
8304,Rice Warmer,EACH,EACH,1,220.65000,220.65000,273.90000,273.90000,Sales Inventory,Active
8306,Water Base Attachment,EACH,EACH,1,29.00000,29.00000,41.27000,41.27000,Sales Inventory,Active
8308,Water Base Frame Bundle Set,EACH,EACH,1,183.00000,183.00000,213.61000,213.61000,Sales Inventory,Active
8312,Picture Frame  IKEA,EACH,EACH,1,2.50000,2.50000,3.50000,3.50000,Sales Inventory,Active
8316,A La Carte Sign,EACH,EACH,1,0.00000,0.00000,18.00000,18.00000,Sales Inventory,Active
8320,Sign Holder CLP,EACH,EACH,1,1.38000,1.38000,1.89000,1.89000,Sales Inventory,Active
8324,Paper Clock,EACH,EACH,1,1.50000,1.50000,3.15000,3.15000,Sales Inventory,Active
8328,Banner Tsunami,EACH,EACH,1,0.00000,0.00000,50.00000,50.00000,Discontinued,Inactive
8332,Banner No Logo,EACH,EACH,1,32.00000,32.00000,50.00000,50.00000,Discontinued,Inactive
8335,Static Cling,EACH,EACH,1,7.50000,7.50000,8.03000,8.03000,Sales Inventory,Active
8336,Posters - Hot Food Bundle,EACH,EACH,1,7.67000,7.67000,7.67000,7.67000,Sales Inventory,Active
8340,Indoor Banner. Fully Cooked,EACH,EACH,1,30.00000,30.00000,40.00000,40.00000,Sales Inventory,Active
8342,Chef Sp Mini Poster Small,EACH,EACH,1,1.00000,1.00000,3.00000,3.00000,Sales Inventory,Active
8344,Letter Poster,EACH,EACH,1,3.00000,3.00000,3.00000,3.00000,Sales Inventory,Active
8345,Ironman Sign & Frames,EACH,EACH,1,69.00000,69.00000,74.00000,74.00000,Sales Inventory,Active
8346,Poster. Placard Publix,EACH,EACH,1,4.00000,4.00000,4.50000,4.50000,Sales Inventory,Active
8348,Indoor Banner Stand,EACH,EACH,1,25.00000,25.00000,74.00000,74.00000,Sales Inventory,Active
8352,Hybrid Program Set,EACH,EACH,1,0.00000,0.00000,51.00000,51.00000,Sales Inventory,Active
8356,Micfoil Balloon,EACH,EACH,1,1.28000,1.28000,3.00000,3.00000,Sales Inventory,Inactive
8360,Nutrition Charts. Laminated,EACH,EACH,1,3.50000,3.50000,4.31000,4.31000,Sales Inventory,Active
8361,MDB Nutrition Chart,EACH,EACH,1,3.50000,3.50000,4.31000,4.31000,Sales Inventory,Active
8362,Amazon Color Menus 100,SET,SET,1,0.00000,0.00000,27.50000,27.50000,Sales Inventory,Inactive
8364,New Color Menu 100,SET,SET,1,14.00000,14.00000,15.23000,15.23000,Sales Inventory,Active
8365,MDB Color Menu 100,EACH,EACH,1,17.00000,17.00000,15.23000,15.23000,Sales Inventory,Active
8366,Color Menu. Rouses 100 Sh,EACH,EACH,1,20.00000,20.00000,22.33000,22.33000,Sales Inventory,Active
8368,SAMPLING TAGS,EACH,EACH,1,9.55000,9.55000,15.23000,15.23000,Sales Inventory,Active
8372,STAR STICKER,EACH,EACH,1,1.00000,1.00000,0.60000,0.60000,Sales Inventory,Active
8376,Price List,SET,SET,1,2.00000,2.00000,0.01000,0.01000,Discontinued,Inactive
8380,Rice Container Blue,EACH,EACH,1,112.00000,112.00000,112.00000,112.00000,Sales Inventory,Inactive
8384,Pull up Banner,EACH,EACH,1,250.00000,250.00000,318.25000,318.25000,Sales Inventory,Active
8500,Curry Kettle Warmer,EACH,EACH,1,65.00000,65.00000,77.50000,77.50000,Sales Inventory,Active
8501,Knife Sharpener,EACH,EACH,1,0.00000,0.00000,36.54000,36.54000,Discontinued,Active
8504,Sesame Shaker,EACH,EACH,1,3.42000,3.42000,5.08000,5.08000,Sales Inventory,Active
8508,To Go Soy Cont.,EACH,EACH,1,2.15000,2.15000,5.50000,5.50000,Sales Inventory,Active
8512,Yosenabe Pot,EACH,EACH,1,25.99000,25.99000,30.45000,30.45000,Sales Inventory,Active
8516,Menu Holder,EACH,EACH,1,27.50000,27.50000,25.38000,25.38000,Sales Inventory,Active
8520,Fish Container Body,EACH,EACH,1,4.56000,4.56000,5.08000,5.08000,Sales Inventory,Active
8524,Fish Container Top,EACH,EACH,1,2.73000,2.73000,4.31000,4.31000,Sales Inventory,Active
8528,Food Container (S) Body,EACH,EACH,1,3.75000,3.75000,5.18000,5.18000,Sales Inventory,Active
8532,Food Cont (S) Lid,EACH,EACH,1,2.83000,2.83000,3.55000,3.55000,Sales Inventory,Active
8536,Food Cont (L) BD,EACH,EACH,1,5.36000,5.36000,7.41000,7.41000,Sales Inventory,Active
8540,Food Cont (L) LD,EACH,EACH,1,3.16000,3.16000,4.15000,4.15000,Sales Inventory,Active
8544,Food Cont (XL) BD,EACH,EACH,1,7.48000,7.48000,11.22000,11.22000,Sales Inventory,Active
8548,Food Cont (XL) LD,EACH,EACH,1,4.76000,4.76000,7.11000,7.11000,Sales Inventory,Active
8552,S Rice Box Body,EACH,EACH,1,12.71000,12.71000,13.70000,13.70000,Sales Inventory,Active
8556,S Rice Box Lid,EACH,EACH,1,7.83000,7.83000,8.48000,8.48000,Sales Inventory,Active
8560,Rice Mix Box,EACH,EACH,1,22.14000,22.14000,23.85000,23.85000,Sales Inventory,Active
8564,Rice Mix Box Lid,EACH,EACH,1,13.00000,13.00000,14.01000,14.01000,Sales Inventory,Active
8568,Rice Bin,EACH,EACH,1,28.89000,28.89000,28.42000,28.42000,Sales Inventory,Active
8572,Rice Scoop,EACH,EACH,1,7.95000,7.95000,8.87000,8.87000,Sales Inventory,Active
8576,Rice Spatula,EACH,EACH,1,3.70000,3.70000,5.08000,5.08000,Sales Inventory,Active
8580,Tong 12in,EACH,EACH,1,3.85000,3.85000,4.65000,4.65000,Sales Inventory,Active
8584,Measure Cup 1qt,EACH,EACH,1,7.15000,7.15000,9.39000,9.39000,Sales Inventory,Active
8588,Sauce Bottle,EACH,EACH,1,0.86000,0.86000,2.03000,2.03000,Sales Inventory,Active
8600,Bluetooth Adapter,EACH,EACH,1,103.15000,103.15000,113.46000,113.46000,Sales Inventory,Active
8704,Temp Recorder UTRIX-16,EACH,EACH,1,28.00000,28.00000,30.80000,30.80000,Sales Inventory,Active
8705,PH Tester,EACH,EACH,1,79.99000,79.99000,97.44000,97.44000,Sales Inventory,Active
8710,PH Replacment Tip,EACH,EACH,1,40.50000,40.50000,55.83000,55.83000,Sales Inventory,Active
8712,PH Tester Paper,EACH,EACH,1,11.88000,11.88000,15.23000,15.23000,Sales Inventory,Active
8714,Tablet. Hot Spare,EACH,EACH,1,489.00000,489.00000,600.00000,600.00000,Sales Inventory,Active
8715,Label Machine,EACH,EACH,1,740.00000,740.00000,609.00000,609.00000,Sales Inventory,Active
8716,Tablet Bundle 2 TRI,EACH,EACH,1,748.00000,748.00000,830.28000,830.28000,Sales Inventory,Active
8717,Tablets Bundle 1 TRI,EACH,EACH,1,984.00000,984.00000,1092.24000,1092.24000,Sales Inventory,Active
8718,Tablet Outer Case,EACH,EACH,1,35.00000,35.00000,25.00000,25.00000,Sales Inventory,Active
8719,Zebra Printer LP2824,EACH,EACH,1,450.00000,450.00000,495.00000,495.00000,Sales Inventory,Active
8720,Scanner,EACH,EACH,1,388.25000,388.25000,645.16000,645.16000,Sales Inventory,Active
8721,Tablet Bundle 1 WTP,EACH,EACH,1,798.95000,798.95000,1108.62000,1108.62000,Sales Inventory,Active
8722,Tablet Bundle 2 WTP,EACH,EACH,1,365.00000,365.00000,842.73000,842.73000,Sales Inventory,Active
8735,Scan Sheet Single,EACH,EACH,1,5.00000,5.00000,5.00000,5.00000,Sales Inventory,Active
8740,Scan Sheet Hap Heart,EACH,EACH,1,3.00000,3.00000,5.00000,5.00000,Sales Inventory,Active
8745,Canarm Light,EACH,EACH,1,9.22000,9.22000,12.00000,12.00000,Discontinued,Active
8746,LED Light Flute,EACH,EACH,1,14.00000,14.00000,16.00000,16.00000,Discontinued,Active
8750,Thermometer  Digital,EACH,EACH,1,21.50000,21.50000,22.03000,22.03000,Sales Inventory,Active
8755,Rice Cooker,EACH,EACH,1,143.90000,143.90000,167.48000,167.48000,Sales Inventory,Active
8760,R Cook Inr. Pot,EACH,EACH,1,79.60000,79.60000,78.16000,78.16000,Sales Inventory,Active
8765,Rice Cooker Top,EACH,EACH,1,38.30000,38.30000,45.68000,45.68000,Sales Inventory,Active
8770,Digital Picture Frame,EACH,EACH,1,150.00000,150.00000,165.00000,165.00000,Sales Inventory,Active
8775,Date Gun,EACH,EACH,1,67.00000,67.00000,76.13000,76.13000,Sales Inventory,Active
8777,Scales 20 lbs Digital,EACH,EACH,1,29.43000,29.43000,32.50000,32.50000,Discontinued,Active
8780,Steamer. Dumpling,EACH,EACH,1,10.00000,10.00000,10.86000,10.86000,Sales Inventory,Active
8902,HK Happi Coat & Hat,SET,SET,1,56.50000,56.50000,58.20000,58.20000,Sales Inventory,Active
8904,Chef Coat White Small,EACH,EACH,1,20.20000,20.20000,35.53000,35.53000,Sales Inventory,Active
8905,Chef Coat White Medium,EACH,EACH,1,20.20000,20.20000,35.53000,35.53000,Sales Inventory,Active
8906,Chef Coat White Lg,EACH,EACH,1,20.20000,20.20000,35.53000,35.53000,Sales Inventory,Active
8907,Chef Coat White XL,EACH,EACH,1,20.20000,20.20000,35.53000,35.53000,Sales Inventory,Active
8910,Chef Coat Black,EACH,EACH,1,23.00000,23.00000,35.53000,35.53000,Sales Inventory,Active
8911,Chef Coat. Black.Coastal Pacific,EACH,EACH,1,26.00000,26.00000,35.53000,35.53000,Sales Inventory,Active
8915,Chef Coat Harris-Teeter,EACH,EACH,1,32.45000,32.45000,35.53000,35.53000,Sales Inventory,Active
8920,Chef Coat Metropolitan,EACH,EACH,1,23.00000,23.00000,35.53000,35.53000,Sales Inventory,Active
8925,Chef Coat Red,EACH,EACH,1,29.30000,29.30000,35.53000,35.53000,Sales Inventory,Active
8930,Chef Coat Yamato,EACH,EACH,1,34.20000,34.20000,35.53000,35.53000,Sales Inventory,Active
8931,Wild Blue Chef Coat Sm,EACH,EACH,1,41.00000,41.00000,45.10000,45.10000,Sales Inventory,Active
8932,Wild Blue Chef Coat Med,EACH,EACH,1,41.00000,41.00000,45.10000,45.10000,Sales Inventory,Active
8933,Wild Blue Chef Coat Lrg,EACH,EACH,1,41.00000,41.00000,45.10000,45.10000,Sales Inventory,Active
8934,Wild Blue Chef Coat XL,EACH,EACH,1,41.00000,41.00000,45.10000,45.10000,Sales Inventory,Active
8935,Happi Coat Red Giant Eagle,EACH,EACH,1,45.00000,45.00000,45.00000,45.00000,Sales Inventory,Active
8940,Chef Coat Rouses,EACH,EACH,1,25.00000,25.00000,35.53000,35.53000,Sales Inventory,Active
8943,Chef Coat Green Small,EACH,EACH,1,29.30000,29.30000,35.53000,35.53000,Sales Inventory,Active
8944,Chef Coat Green Medium,EACH,EACH,1,29.30000,29.30000,35.53000,35.53000,Sales Inventory,Active
8945,Chef Coat Green Large,EACH,EACH,1,29.30000,29.30000,35.53000,35.53000,Sales Inventory,Active
8950,Polo Shirts White,EACH,EACH,1,18.00000,18.00000,21.92000,21.92000,Sales Inventory,Active
8954,Apron Black,EACH,EACH,1,7.75000,7.75000,11.17000,11.17000,Sales Inventory,Active
8958,Hat Black (M),EACH,EACH,1,5.80000,5.80000,6.85000,6.85000,Sales Inventory,Active
8959,HAT RED DEMO,EACH,EACH,1,9.00000,9.00000,6.85000,6.85000,Sales Inventory,Active
8962,HOT FOOD BASEBALL CAP,EACH,EACH,1,5.00000,5.00000,7.61000,7.61000,Sales Inventory,Active
8966,Name Badge,EACH,EACH,1,2.50000,2.50000,3.05000,3.05000,Sales Inventory,Active
9051,Hat White S.M.L,EACH,EACH,1,5.75000,5.75000,6.85000,6.85000,Sales Inventory,Active
9055,HK Bento Lunch Box 60PC/CS,EACH,EACH,1,0.95000,0.95000,1.00000,1.00000,Discontinued,Active
9055,HK Bento Lunch Box 60PC/CS,EACH,CS60,60,0.95000,57.00000,60.00000,3600.00000,Discontinued,Active
9060, Plush Doll 30PC/CS(Hello Kitty),CS,CS,1,99.60000,99.60000,30.00000,30.00000,Discontinued,Active
9061,HK Plush Dolls Each,EACH,EACH,1,3.32000,3.32000,1.00000,1.00000,Discontinued,Active
9065,HK Circle Button Badge,EACH,EACH,1,1.23000,1.23000,1.35000,1.35000,Discontinued,Active
9099,Happi White (S),EACH,EACH,1,17.00000,17.00000,18.50000,18.50000,Sales Inventory,Active
9100,Happi White (M),EACH,EACH,1,17.00000,17.00000,18.50000,18.50000,Sales Inventory,Active
9101,Happi White (L),EACH,EACH,1,22.00000,22.00000,18.50000,18.50000,Sales Inventory,Active
9102,Happi White (XL),EACH,EACH,1,15.50000,15.50000,18.50000,18.50000,Sales Inventory,Active
9103,Happi Hat Whi S,EACH,EACH,1,0.00000,0.00000,6.75000,6.75000,Sales Inventory,Active
9104,Happi Apron Grn,EACH,EACH,1,8.50000,8.50000,11.00000,11.00000,Sales Inventory,Active
9107,Happi Hat (M),EACH,EACH,1,0.00000,0.00000,6.75000,6.75000,Sales Inventory,Active
9108,Happi Hat (L),EACH,EACH,1,0.00000,0.00000,6.75000,6.75000,Sales Inventory,Active
9109,Happi Blue SMLX,EACH,EACH,1,0.00000,0.00000,20.50000,20.50000,Sales Inventory,Active
9110,Happi Blue LG,EACH,EACH,1,17.00000,17.00000,20.50000,20.50000,Sales Inventory,Active
9111,Happi Blue SM,EACH,EACH,1,17.00000,17.00000,20.50000,20.50000,Sales Inventory,Active
9112,Happi Blue M,EACH,EACH,1,0.00000,0.00000,20.50000,20.50000,Sales Inventory,Active
9113,Happi Blue XLG,EACH,EACH,1,17.00000,17.00000,20.50000,20.50000,Sales Inventory,Active
9114,Happi Hat Blue,EACH,EACH,1,6.00000,6.00000,6.75000,6.75000,Sales Inventory,Active
9117,Happi Gold SML,EACH,EACH,1,0.00000,0.00000,22.50000,22.50000,Sales Inventory,Active
9118,Happi Gold M,EACH,EACH,1,21.50000,21.50000,22.50000,22.50000,Sales Inventory,Active
9119,Happi Gold LG,EACH,EACH,1,21.50000,21.50000,22.50000,22.50000,Sales Inventory,Active
9120,Navy Chef Jacket,EACH,EACH,1,29.25000,29.25000,35.00000,35.00000,Sales Inventory,Active
9122,Hat Black (S),EACH,EACH,1,6.00000,6.00000,6.85000,6.85000,Sales Inventory,Active
9124,Hat Black (L),EACH,EACH,1,6.00000,6.00000,6.85000,6.85000,Sales Inventory,Active
9125,Happi Gold XSML,EACH,EACH,1,21.50000,21.50000,22.50000,22.50000,Sales Inventory,Active
9126,Hapi Oishisa SM,EACH,EACH,1,20.00000,20.00000,20.50000,20.50000,Sales Inventory,Active
9127,Hapi Oishisa M,EACH,EACH,1,0.00000,0.00000,20.50000,20.50000,Sales Inventory,Active
9128,Hapi Oishisa L,EACH,EACH,1,20.00000,20.00000,20.50000,20.50000,Sales Inventory,Active
9129,Hapi Oishisa XL,EACH,EACH,1,20.00000,20.00000,20.50000,20.50000,Sales Inventory,Active
9130,Hapi Wegman SM,EACH,EACH,1,13.50000,13.50000,18.50000,18.50000,Sales Inventory,Active
9131,Hapi Wegman M,EACH,EACH,1,13.50000,13.50000,18.50000,18.50000,Sales Inventory,Active
9132,Hapi Wegman L,EACH,EACH,1,13.50000,13.50000,18.50000,18.50000,Sales Inventory,Active
9133,Hapi Wegman XL,EACH,EACH,1,13.50000,13.50000,18.50000,18.50000,Sales Inventory,Active
9135,Happi HT M,EACH,EACH,1,32.00000,32.00000,36.80000,36.80000,Sales Inventory,Active
9136,Happi HT L,EACH,EACH,1,32.00000,32.00000,36.80000,36.80000,Sales Inventory,Active
9137,Hat HT M,EACH,EACH,1,7.00000,7.00000,8.05000,8.05000,Sales Inventory,Active
9138,Hat HT L,EACH,EACH,1,7.00000,7.00000,8.05000,8.05000,Sales Inventory,Active
9139,Happi HT SM,EACH,EACH,1,13.50000,13.50000,36.80000,36.80000,Sales Inventory,Active
9140,Happi HT XLG,EACH,EACH,1,32.00000,32.00000,36.80000,36.80000,Sales Inventory,Active
9150,CHEF COAT UNITED,EACH,EACH,1,29.30000,29.30000,28.93000,28.93000,Sales Inventory,Active
9151,Sweatshirt. Blk,EACH,EACH,1,17.50000,17.50000,17.00000,17.00000,Sales Inventory,Active
9154,Ninja Apron,EACH,EACH,1,8.50000,8.50000,9.50000,9.50000,Sales Inventory,Active
9165,Chef Coat Weg,EACH,EACH,1,20.20000,20.20000,25.00000,25.00000,Sales Inventory,Active
9166,Chef Coat Marsh Black,EACH,EACH,1,26.00000,26.00000,25.00000,25.00000,Sales Inventory,Active
9171,Chef Coat Fortinos,PK,PK,1,20.20000,20.20000,25.00000,25.00000,Sales Inventory,Active
9199,Shelf Molding,EACH,EACH,1,5.00000,5.00000,5.65000,5.65000,Sales Inventory,Active
9200,Menu Grill Bar,EACH,EACH,1,0.00000,0.00000,5.00000,5.00000,Sales Inventory,Active
9222,Cap. Steam Table,EACH,EACH,1,5.00000,5.00000,8.00000,8.00000,Sales Inventory,Active
9223,Apron Steam Table,EACH,EACH,1,12.00000,12.00000,13.00000,13.00000,Sales Inventory,Active
9224,T-Shirt. Black Steam Table,EACH,EACH,1,5.00000,5.00000,10.15000,10.15000,Sales Inventory,Active
9225,T-Shirt. Green,EACH,EACH,1,5.00000,5.00000,10.00000,10.00000,Sales Inventory,Active
9252,Rice Cooker/Warmer 20 cup,EACH,EACH,1,255.00000,255.00000,272.85000,272.85000,Sales Inventory,Active
9399,Chopstick Color,EACH,EACH,1,143.90000,143.90000,1.50000,1.50000,Sales Inventory,Active
9400,USB Picture Drive,EACH,EACH,1,5.79000,5.79000,8.00000,8.00000,Sales Inventory,Active
9440,944 HC Comp Tray,CS,CS,1,39.08000,39.08000,42.02000,42.02000,Sales Inventory,Active
9500,Miso Soup Base,CS,CS,1,35.96000,35.96000,65.00000,65.00000,Sales Inventory,Active
9799,Sushi Robot SVR-NYA,EACH,EACH,1,12250.00000,12250.00000,12617.50000,12617.50000,Sales Inventory,Active
98,2oz Cup & Lid Set,EACH,EACH,1,85.00000,85.00000,17.10000,17.10000,Discontinued,Active
9802,Scanner Cable,EACH,EACH,1,99.00000,99.00000,129.00000,129.00000,Sales Inventory,Active
9803,SCA Pow Supply,EACH,EACH,1,45.37000,45.37000,48.00000,48.00000,Sales Inventory,Active
9804,PRI Power Supply,EACH,EACH,1,80.00000,80.00000,113.00000,113.00000,Sales Inventory,Active
9898,Aluminum Mat. Hot FD,EACH,EACH,1,10.00000,10.00000,20.00000,20.00000,Sales Inventory,Active
9899,Fake Ice Disp Set,EACH,EACH,1,0.01000,0.01000,100.00000,100.00000,Sales Inventory,Active
9900,U-Boat Utility Cart,EACH,EACH,1,241.25000,241.25000,255.00000,255.00000,Sales Inventory,Active
9901,Demo Table. Origami,EACH,EACH,1,120.00000,120.00000,143.00000,143.00000,Sales Inventory,Active
9902,Retractable Banner GO,EACH,EACH,1,308.00000,308.00000,511.00000,511.00000,Sales Inventory,Active
9913,Price Menu 200,EACH,EACH,1,5.00000,5.00000,10.00000,10.00000,Sales Inventory,Active
9916,Promotion Poster. Sticker 191167,SET,SET,1,23.12000,23.12000,25.43000,25.43000,Sales Inventory,Active
9940,JFC Sushi Tray 0.8 (AFC235)  Set Case,CS,CS,1,127.00000,127.00000,127.00000,127.00000,Sales Inventory,Active
9941,JFC Sushi Tray 1.0 (AFC-4) Set Case,CS,CS,1,165.00000,165.00000,165.00000,165.00000,Sales Inventory,Active
9942,JFC Sushi Tray 1.5 (AFC-5) Set Case,CS,CS,1,147.00000,147.00000,147.00000,147.00000,Sales Inventory,Active
9943,JFC Sushi Tray 2.0 (AFC-30) Set Cs,CS,CS,1,132.00000,132.00000,132.00000,132.00000,Sales Inventory,Active
9944,JFC Sushi TraySF27 (AFC-20) Set Cs,CS,CS,1,157.00000,157.00000,157.00000,157.00000,Sales Inventory,Active
9950,Waterbase Frame 204245,EACH,EACH,1,186.00000,186.00000,199.02000,199.02000,Sales Inventory,Active
9951,Waterbase Graphic Panel 195582,EACH,EACH,1,32.00000,32.00000,34.24000,34.24000,Sales Inventory,Active
9952,Sushi Combo Sticker 203630,EACH,EACH,1,55.50000,55.50000,59.39000,59.39000,Sales Inventory,Active
9953,$5 Sushi Friday 203347,EACH,EACH,1,32.50000,32.50000,34.78000,34.78000,Sales Inventory,Active
9954,Customer Appreciation Letter 202797,EACH,EACH,1,5.54000,5.54000,5.93000,5.93000,Sales Inventory,Active
9955,Deluxe Hot Bowl Sign 204873,EACH,EACH,1,28.00000,28.00000,29.96000,29.96000,Sales Inventory,Active
9956,Hawaiian Poke Bowl Sign 205409,EACH,EACH,1,8.91000,8.91000,9.55000,9.55000,Sales Inventory,Active
9958,10% Off Dum W/Card,EACH,EACH,1,0.90000,0.90000,0.96000,0.96000,Sales Inventory,Active
9959,Sup Bowl. Valen Static Cling 200097,EACH,EACH,1,24.92000,24.92000,26.67000,26.67000,Sales Inventory,Active
9960,Hot Food Cat Poster 200239,EACH,EACH,1,6.00000,6.00000,6.42000,6.42000,Sales Inventory,Active
9987,UPC Scan Book Full Set,EACH,EACH,1,30.00000,30.00000,45.00000,45.00000,Sales Inventory,Active
9992,Disposable Face Mask 50pcs/box,BOX,BOX,1,25.00000,25.00000,30.45000,30.45000,Sales Inventory,Active
9993,Hair Net for Kitchen,PK,PK,1,31.00000,31.00000,35.53000,35.53000,Sales Inventory,Active
9994,Sanitizer for Kitchen,EACH,EACH,1,10.00000,10.00000,11.17000,11.17000,Sales Inventory,Active
9995,Dish Soap for Kitchen,EACH,EACH,1,4.50000,4.50000,5.08000,5.08000,Sales Inventory,Active
9997,SHIPPING & HANDLING,EACH,EACH,1,6.00000,6.00000,175.00000,175.00000,Sales Inventory,Active
9998,WT Invoice No Tax,EACH,EACH,1,13.00000,13.00000,7.15000,7.15000,Sales Inventory,Active
9999,15% OFF STICKERS,EACH,EACH,1,3.00000,3.00000,3.00000,3.00000,Sales Inventory,Active
