Item,Description,UOM,Available,OnHand,Allocated,OnOrder,WHS,Cost
7143,Lab Can Nut Fac,ROLL,0,0,0,0,2,0.00
7144,P Spicy Oishisa L 200,ROLL,0,0,0,0,2,7.00
7149,P Label Avery,ROLL,0,0,0,0,2,0.00
7150,P LA Wasa Sauce,ROLL,0,0,0,0,2,0.00
7151,Label Swt Chili,ROLL,0,0,0,0,2,6.00
7156,THERMO PF SUSHI,ROLL,0,0,0,0,2,6.06
7158,Lab Bar Code,ROLL,0,0,0,0,2,0.00
7161,P LA Konomi 1000,EACH,0,0,0,0,2,0.00
7167,Label Kowalski,ROLL,0,0,0,0,2,0.00
7170,P.LA GOMA RETAIL LABEL,EACH,0,0,0,0,2,0.00
7183,Label Grill Gyoza,ROLL,0,0,0,0,2,2.03
720,LATE ORDER,EACH,0,0,0,0,2,0.00
7219,Attach Board Set,SET,0,0,0,0,2,0.00
7225,THERMO SUSHI ICHI DIRECT,ROLL,0,0,0,0,2,6.23
7226,Thermo Fortino Brown,ROLL,0,0,0,0,2,5.90
7227,Thermo Fortino Blue,ROLL,0,0,0,0,2,5.96
7228,THERMO LABEL BIG Y 001,ROLL,0,0,0,0,2,6.09
7239,Clear Chef Special Dressing Sticker,ROLL,0,0,0,0,2,6.96
7243,Clear Pickled Ginger Sticker,ROLL,0,0,0,0,2,15.45
7303,Label Heart Cake,EACH,0,0,0,0,2,0.00
7332,AOS Madison Label Thermo,PK,0,0,0,0,2,26.00
7545,Retail Rice. Microwavable,CS,0,0,0,0,2,13.56
7546,Use 7545,BOT,0,0,0,0,2,13.80
8000,Poster Frame Ikea,EACH,0,0,0,0,2,1.35
8002,Blender,EACH,0,0,0,0,2,30.00
8082,Soup Base Tonkotsu Yama 10/cs,BOT,0,0,0,0,2,15.70
8083,Soup Base Miso Yamachan 12/cs,BOT,0,0,0,0,2,11.10
8101,HOT BOWL NET,CS,1,1,0,0,2,200.00
8102,Cleaning Pen,EACH,9,10,1,0,2,1.09
8104,Calendar Set,EACH,0,0,0,0,2,0.00
8112,Scrub,EACH,5,5,0,0,2,0.46
8114,Brush,EACH,6,6,0,0,2,8.90
8116,Sanitizer,EACH,0,0,0,0,2,0.00
8118,Spray Bottle,EACH,0,0,0,0,2,2.66
8121,Torch. Iwatani,EACH,0,0,0,0,2,23.90
8122,Makisu 27cm,EACH,22,30,8,0,2,1.16
8124,Makisu (S),EACH,204,215,11,0,2,0.94
8128,Masterchef Knife,EACH,13,15,2,0,2,47.42
8129,Ladle 2oz,EACH,0,0,0,0,2,0.00
8130,Sharp Storne-LG,EACH,6,6,0,0,2,17.47
8131,MEASURING TEASPOON,EACH,0,0,0,0,2,2.79
8134,ladle 1oz,EACH,0,0,0,0,2,1.50
8137,Ladle 8oz,EACH,0,0,0,0,2,5.40
8138,Ladle 12oz,EACH,0,0,0,0,2,3.60
8139,Thermo Gun,EACH,0,0,0,0,2,0.00
8140,Sushi Former,EACH,0,0,0,0,2,3.40
8142,Pail Lid Opener,EACH,13,13,0,0,2,1.62
8144,Tweezer,EACH,10,10,0,0,2,2.27
8146,Benriner,EACH,10,11,1,0,2,17.74
8148,Benriner Blade Only,EACH,27,31,4,0,2,4.64
8150,Peeler,EACH,22,30,8,0,2,1.00
8153,Jigger,EACH,0,0,0,0,2,2.80
8154,Blue Sheet,EACH,12,14,2,0,2,55.01
8155,Green Mirroe Sheet,EACH,0,0,0,0,2,85.00
8156,Sushi Mold (kata),EACH,0,0,0,0,2,3.60
8157,Mirror Sheet W/R/Gold for Publix,EACH,0,0,0,0,2,205.00
8158,Sunoko (Ivory) Special,CASE,0,0,0,0,2,475.00
8160,Sunoko (MAT) IV,CASE,0,0,0,0,2,316.00
8162,Buffer Solution,EACH,-54,-6,48,0,2,35.62
8166,Safety Glove. Med or SM,EACH,0,0,0,0,2,6.95
8168,P Glove Small 100,PK,-10,0,10,0,2,2.00
8170,P Glove Medium 100,PK,-5,0,5,0,2,2.00
8172,P Glove Large 100,PK,0,0,0,0,2,0.61
8174,Paper Towel,EACH,0,0,0,0,2,1.75
8176,Seal Wrap 18,EACH,4,5,1,0,2,21.34
8178,Towel Disposable,PACK,7,8,1,0,2,14.17
8180,Wax Paper,EACH,10,12,2,0,2,4.00
8182,Absorbent Pad  1.000pc,BOX,5,7,2,0,2,13.38
8183,Nigiri Maker,EACH,0,0,0,0,2,2.00
8184,Disposable Pastry Bag,EACH,28,44,16,0,2,15.00
8186,Pastry Bag Tip,EACH,15,15,0,0,2,0.65
8190,Binder Set,EACH,0,0,0,0,2,0.00
8195,Strainer,EACH,0,0,0,0,2,0.00
8205,Water Base Frame,EACH,0,0,0,0,2,103.00
8210,Indoor Banner Cust. Service,EACH,0,0,0,0,2,30.00
8211,A shape Panel,EACH,0,0,0,0,2,35.00
8220,Shelf Liner Cust. Service,EACH,0,0,0,0,2,10.50
8225,Shelf Liner 2 Liner Cust. Service,EACH,0,0,0,0,2,15.00
8304,Rice Warmer,EACH,0,0,0,0,2,220.65
8306,Water Base Attachment,EACH,0,0,0,0,2,29.00
8308,Water Base Frame Bundle Set,EACH,0,0,0,0,2,183.00
8312,Picture Frame  IKEA,EACH,0,0,0,0,2,2.50
8316,A La Carte Sign,EACH,0,0,0,0,2,0.00
8320,Sign Holder CLP,EACH,0,0,0,0,2,1.38
8324,Paper Clock,EACH,9,9,0,0,2,1.50
8335,Static Cling,EACH,-1,-1,0,0,2,7.50
8336,Posters - Hot Food Bundle,EACH,0,0,0,0,2,7.67
8340,Indoor Banner. Fully Cooked,EACH,0,0,0,0,2,30.00
8342,Chef Sp Mini Poster Small,EACH,0,0,0,0,2,1.00
8344,Letter Poster,EACH,0,0,0,0,2,3.00
8345,Ironman Sign & Frames,EACH,0,0,0,0,2,69.00
8346,Poster. Placard Publix,EACH,0,0,0,0,2,4.00
8348,Indoor Banner Stand,EACH,0,0,0,0,2,25.00
8352,Hybrid Program Set,EACH,0,0,0,0,2,0.00
8360,Nutrition Charts. Laminated,EACH,-1,0,1,0,2,3.50
8361,MDB Nutrition Chart,EACH,0,0,0,0,2,3.50
8364,New Color Menu 100,SET,-2,0,2,0,2,14.00
8365,MDB Color Menu 100,EACH,0,0,0,0,2,17.00
8366,Color Menu. Rouses 100 Sh,EACH,0,0,0,0,2,20.00
8368,SAMPLING TAGS,EACH,0,0,0,0,2,9.55
8372,STAR STICKER,EACH,0,0,0,0,2,1.00
8384,Pull up Banner,EACH,0,0,0,0,2,250.00
8500,Curry Kettle Warmer,EACH,0,0,0,0,2,65.00
8504,Sesame Shaker,EACH,13,13,0,0,2,3.42
8508,To Go Soy Cont.,EACH,0,0,0,0,2,2.15
8512,Yosenabe Pot,EACH,-1,0,1,0,2,25.99
8516,Menu Holder,EACH,4,5,1,0,2,27.50
8520,Fish Container Body,EACH,57,57,0,0,2,4.56
8524,Fish Container Top,EACH,50,52,2,0,2,2.73
8528,Food Container (S) Body,EACH,24,24,0,0,2,3.75
8532,Food Cont (S) Lid,EACH,24,24,0,0,2,2.83
8536,Food Cont (L) BD,EACH,30,30,0,0,2,5.36
8540,Food Cont (L) LD,EACH,30,30,0,0,2,3.16
8544,Food Cont (XL) BD,EACH,24,24,0,0,2,7.48
8548,Food Cont (XL) LD,EACH,24,24,0,0,2,4.76
8552,S Rice Box Body,EACH,25,25,0,0,2,12.71
8556,S Rice Box Lid,EACH,25,25,0,0,2,7.83
8560,Rice Mix Box,EACH,13,13,0,0,2,22.14
8564,Rice Mix Box Lid,EACH,25,25,0,0,2,13.00
8568,Rice Bin,EACH,13,13,0,0,2,28.89
8572,Rice Scoop,EACH,6,6,0,0,2,7.95
8576,Rice Spatula,EACH,10,10,0,0,2,3.70
8580,Tong 12in,EACH,0,0,0,0,2,3.85
8584,Measure Cup 1qt,EACH,13,13,0,0,2,7.15
8588,Sauce Bottle,EACH,18,18,0,0,2,0.86
8600,Bluetooth Adapter,EACH,0,0,0,0,2,103.15
8704,Temp Recorder UTRIX-16,EACH,0,0,0,0,2,28.00
8705,PH Tester,EACH,11,11,0,0,2,79.99
8710,PH Replacment Tip,EACH,0,0,0,0,2,40.50
8712,PH Tester Paper,EACH,9,14,5,0,2,11.88
8714,Tablet. Hot Spare,EACH,0,0,0,0,2,489.00
8715,Label Machine,EACH,0,0,0,0,2,740.00
8716,Tablet Bundle 2 TRI,EACH,0,0,0,0,2,748.00
8717,Tablets Bundle 1 TRI,EACH,0,0,0,0,2,984.00
8718,Tablet Outer Case,EACH,0,0,0,0,2,35.00
8719,Zebra Printer LP2824,EACH,0,0,0,0,2,450.00
8720,Scanner,EACH,0,0,0,0,2,388.25
8721,Tablet Bundle 1 WTP,EACH,0,0,0,0,2,798.95
8722,Tablet Bundle 2 WTP,EACH,0,0,0,0,2,365.00
8735,Scan Sheet Single,EACH,0,0,0,0,2,5.00
8740,Scan Sheet Hap Heart,EACH,0,0,0,0,2,3.00
8750,Thermometer  Digital,EACH,7,7,0,0,2,21.50
8755,Rice Cooker,EACH,3,6,3,0,2,143.90
8760,R Cook Inr. Pot,EACH,-5,0,5,0,2,79.60
8765,Rice Cooker Top,EACH,9,9,0,0,2,38.30
8770,Digital Picture Frame,EACH,0,0,0,0,2,150.00
8775,Date Gun,EACH,6,6,0,0,2,67.00
8780,Steamer. Dumpling,EACH,0,0,0,0,2,10.00
8902,HK Happi Coat & Hat,SET,0,0,0,0,2,56.50
8904,Chef Coat White Small,EACH,22,27,5,0,2,20.20
8905,Chef Coat White Medium,EACH,10,11,1,0,2,20.20
8906,Chef Coat White Lg,EACH,16,16,0,0,2,20.20
8907,Chef Coat White XL,EACH,0,0,0,0,2,20.20
8910,Chef Coat Black,EACH,1,1,0,0,2,23.00
8911,Chef Coat. Black.Coastal Pacific,EACH,0,0,0,0,2,26.00
8915,Chef Coat Harris-Teeter,EACH,0,0,0,0,2,32.45
8920,Chef Coat Metropolitan,EACH,0,0,0,0,2,23.00
8925,Chef Coat Red,EACH,12,12,0,0,2,29.30
8930,Chef Coat Yamato,EACH,4,4,0,0,2,34.20
8935,Happi Coat Red Giant Eagle,EACH,0,0,0,0,2,45.00
8940,Chef Coat Rouses,EACH,0,0,0,0,2,25.00
8943,Chef Coat Green Small,EACH,7,8,1,0,2,29.30
8944,Chef Coat Green Medium,EACH,9,9,0,0,2,29.30
8945,Chef Coat Green Large,EACH,10,10,0,0,2,29.30
8950,Polo Shirts White,EACH,11,13,2,0,2,18.00
8954,Apron Black,EACH,31,32,1,0,2,7.75
8958,Hat Black (M),EACH,35,36,1,0,2,5.80
8959,HAT RED DEMO,EACH,12,12,0,0,2,9.00
8962,HOT FOOD BASEBALL CAP,EACH,4,4,0,0,2,5.00
8966,Name Badge,EACH,28,31,3,0,2,2.50
9051,Hat White S.M.L,EACH,-1,0,1,0,2,5.75
9099,Happi White (S),EACH,0,0,0,0,2,17.00
9100,Happi White (M),EACH,0,0,0,0,2,17.00
9101,Happi White (L),EACH,0,0,0,0,2,22.00
9102,Happi White (XL),EACH,0,0,0,0,2,15.50
9103,Happi Hat Whi S,EACH,0,0,0,0,2,0.00
9104,Happi Apron Grn,EACH,0,0,0,0,2,8.50
9107,Happi Hat (M),EACH,0,0,0,0,2,0.00
9108,Happi Hat (L),EACH,0,0,0,0,2,0.00
9109,Happi Blue SMLX,EACH,0,0,0,0,2,0.00
9110,Happi Blue LG,EACH,0,0,0,0,2,17.00
9111,Happi Blue SM,EACH,0,0,0,0,2,17.00
9112,Happi Blue M,EACH,0,0,0,0,2,0.00
9113,Happi Blue XLG,EACH,0,0,0,0,2,17.00
9114,Happi Hat Blue,EACH,0,0,0,0,2,6.00
9117,Happi Gold SML,EACH,0,0,0,0,2,0.00
9118,Happi Gold M,EACH,0,0,0,0,2,21.50
9119,Happi Gold LG,EACH,0,0,0,0,2,21.50
9120,Navy Chef Jacket,EACH,0,0,0,0,2,29.25
9122,Hat Black (S),EACH,0,0,0,0,2,6.00
9124,Hat Black (L),EACH,-1,0,1,0,2,6.00
9125,Happi Gold XSML,EACH,0,0,0,0,2,21.50
9126,Hapi Oishisa SM,EACH,0,0,0,0,2,20.00
9127,Hapi Oishisa M,EACH,0,0,0,0,2,0.00
9128,Hapi Oishisa L,EACH,0,0,0,0,2,20.00
9129,Hapi Oishisa XL,EACH,0,0,0,0,2,20.00
9130,Hapi Wegman SM,EACH,0,0,0,0,2,13.50
9131,Hapi Wegman M,EACH,0,0,0,0,2,13.50
9132,Hapi Wegman L,EACH,0,0,0,0,2,13.50
9133,Hapi Wegman XL,EACH,0,0,0,0,2,13.50
9135,Happi HT M,EACH,0,0,0,0,2,32.00
9136,Happi HT L,EACH,0,0,0,0,2,32.00
9137,Hat HT M,EACH,0,0,0,0,2,7.00
9138,Hat HT L,EACH,0,0,0,0,2,7.00
9139,Happi HT SM,EACH,0,0,0,0,2,13.50
9140,Happi HT XLG,EACH,0,0,0,0,2,32.00
9150,CHEF COAT UNITED,EACH,0,0,0,0,2,29.30
9151,Sweatshirt. Blk,EACH,0,0,0,0,2,17.50
9154,Ninja Apron,EACH,0,0,0,0,2,8.50
9165,Chef Coat Weg,EACH,0,0,0,0,2,20.20
9166,Chef Coat Marsh Black,EACH,0,0,0,0,2,26.00
9171,Chef Coat Fortinos,PK,0,0,0,0,2,20.20
9199,Shelf Molding,EACH,0,0,0,0,2,5.00
9200,Menu Grill Bar,EACH,0,0,0,0,2,0.00
9222,Cap. Steam Table,EACH,0,0,0,0,2,5.00
9223,Apron Steam Table,EACH,0,0,0,0,2,12.00
9224,T-Shirt. Black Steam Table,EACH,0,0,0,0,2,5.00
9225,T-Shirt. Green,EACH,0,0,0,0,2,5.00
9252,Rice Cooker/Warmer 20 cup,EACH,0,0,0,0,2,255.00
9399,Chopstick Color,EACH,0,0,0,0,2,143.90
9400,USB Picture Drive,EACH,0,0,0,0,2,5.79
9440,944 HC Comp Tray,CS,0,0,0,0,2,39.08
9500,Miso Soup Base,CS,0,0,0,0,2,35.96
9799,Sushi Robot SVR-NYA,EACH,0,0,0,0,2,12250.00
9802,Scanner Cable,EACH,0,0,0,0,2,99.00
9803,SCA Pow Supply,EACH,0,0,0,0,2,45.37
9804,PRI Power Supply,EACH,0,0,0,0,2,80.00
9898,Aluminum Mat. Hot FD,EACH,0,0,0,0,2,10.00
9899,Fake Ice Disp Set,EACH,0,0,0,0,2,0.01
9900,U-Boat Utility Cart,EACH,0,0,0,0,2,241.25
9901,Demo Table. Origami,EACH,0,0,0,0,2,120.00
9902,Retractable Banner GO,EACH,0,0,0,0,2,308.00
9913,Price Menu 200,EACH,0,0,0,0,2,5.00
9916,Promotion Poster. Sticker 191167,SET,0,0,0,0,2,23.12
9940,JFC Sushi Tray 0.8 (AFC235)  Set Case,CS,0,0,0,0,2,127.00
9941,JFC Sushi Tray 1.0 (AFC-4) Set Case,CS,0,0,0,0,2,165.00
9942,JFC Sushi Tray 1.5 (AFC-5) Set Case,CS,0,0,0,0,2,147.00
9943,JFC Sushi Tray 2.0 (AFC-30) Set Cs,CS,0,0,0,0,2,132.00
9944,JFC Sushi TraySF27 (AFC-20) Set Cs,CS,0,0,0,0,2,157.00
9950,Waterbase Frame 204245,EACH,0,0,0,0,2,186.00
9951,Waterbase Graphic Panel 195582,EACH,0,0,0,0,2,32.00
9952,Sushi Combo Sticker 203630,EACH,0,0,0,0,2,55.50
9953,$5 Sushi Friday 203347,EACH,0,0,0,0,2,32.50
9954,Customer Appreciation Letter 202797,EACH,0,0,0,0,2,5.54
9955,Deluxe Hot Bowl Sign 204873,EACH,0,0,0,0,2,28.00
9956,Hawaiian Poke Bowl Sign 205409,EACH,0,0,0,0,2,8.91
9958,10% Off Dum W/Card,EACH,0,0,0,0,2,0.90
9959,Sup Bowl. Valen Static Cling 200097,EACH,0,0,0,0,2,24.92
9960,Hot Food Cat Poster 200239,EACH,0,0,0,0,2,6.00
9987,UPC Scan Book Full Set,EACH,0,0,0,0,2,30.00
9992,Disposable Face Mask 50pcs/box,BOX,0,0,0,0,2,25.00
9993,Hair Net for Kitchen,PK,0,0,0,0,2,31.00
9994,Sanitizer for Kitchen,EACH,0,0,0,0,2,10.00
9995,Dish Soap for Kitchen,EACH,0,0,0,0,2,4.50
9997,SHIPPING & HANDLING,EACH,0,0,0,0,2,6.00
9998,WT Invoice No Tax,EACH,0,0,0,0,2,13.00
9999,15% OFF STICKERS,EACH,0,0,0,0,2,3.00
