ProductCode,ProductName,Price,UOM,IsActive
3807_UOMPACK,Tomato Origami Wraps 50pc/CS,12.5400,PACK,no
3808_UOMPACK,Mango Chipotle Origami Wraps 50pk/cs,13.4000,PACK,yes
3809_UOMCS24,Color Soy Wrap,73.0800,CS24,yes
3809_UOMPK,Color Soy Wrap,3.0500,PK,yes
3810_UOMCS,Soy Wrap Nori White,119.3500,CS,no
3811_UOMEACH,Furikake Nori Rice mix,14.2500,EACH,no
3812_UOMCS12,Old Bay Season,28.8000,CS12,no
3812_UOMEACH,Old Bay Season,2.4000,EACH,no
3818_UOMEACH,Wheat Grain 44lb,446.0000,EACH,no
3820_UOMEACH,Kosher Ginger,72.5700,EACH,no
3825_UOMEACH,Kosher Wasabi 1KG,25.3800,EACH,yes
3830_UOMCS,Kosher Nori 12/30sh,147.1800,CS,yes
3835_UOMCS,Kosher Soy,16.5000,CS,no
3840_UOMEACH,Natural Ginger 20LB,38.5700,EACH,yes
3850_UOMBAG,Natural Wasabi 2.2LB,8.0200,BAG,yes
3850_UOMCS16,Natural Wasabi 2.2LB,128.3000,CS16,yes
3860_UOMCS,Natural Vin Orange 5.28gal,33.7500,CS,yes
3870_UOMBAG,Beet Root Chips,0.0100,BAG,yes
3871_UOMBAG,Okra Chips,0.0100,BAG,yes
3874_UOMEACH,DSD-AV Treha,15.7600,EACH,no
3878_UOMEACH,DSD-B Soya Mix,2.4800,EACH,no
3882_UOMEACH,DSD-C Suihan,1.2700,EACH,no
3886_UOMEACH,DSD-D Soy Oil,1.2000,EACH,no
3999_UOMBOT,Vegetarian Oyster Sauce 4/CS,6.2500,BOT,no
4192_UOMCS,Yamachan Ramen 40/CS,22.5900,CS,yes
4777_UOMCS16,CH-82 Fold Tray,74.4000,CS16,no
4777_UOMPK,CH-82 Fold Tray,4.6500,PK,no
4998_UOMPK,16 oz MIC Bowl Set 50 pcs,16.6500,PK,no
5110_UOMCS16,FET 1.0 Eco Tray Body,128.8000,CS16,yes
5110_UOMCS8,FET 1.0 Eco Tray Body 100pc,74.8000,CS8,yes
5110_UOMPK,FET 1.0 Eco Tray Body 100pc,9.3500,PK,yes
5111_UOMCS16,FET 1.0 Eco Tray Lid 50pc,58.9600,CS16,yes
5111_UOMCS8,FET 1.0 Eco Tray Lid 100pc,53.6000,CS8,yes
5111_UOMPK,FET 1.0 Eco Tray Lid 50pc,3.7500,PK,yes
5115_UOMCS16,FET  1.5 Eco Tray Body,169.4400,CS16,yes
5115_UOMCS8,FET  1.5 Eco Tray Body 100pc,78.6700,CS8,yes
5115_UOMPK,FET  1.5 Eco Tray Body 100pc,10.0100,PK,yes
5116_UOMCS16,FET-1.5 Eco Tray Lid 50pc,70.7500,CS16,yes
5116_UOMCS8,FET-1.5 Eco Tray Lid 100pc,64.3200,CS8,yes
5116_UOMPK,FET-1.5 Eco Tray Lid 50pc,4.5000,PK,yes
5125_UOMCS20,AFC H1 Heart Cont Body 20 PC,193.6000,CS20,yes
5125_UOMCS40,AFC H1 Heart Cont Body 10pc,176.0000,CS40,no
5125_UOMPK,AFC H1 Heart Cont Body 20 PC,9.8600,PK,yes
5130_UOMCS20,AFC H1 Heart Lid 20 PC,145.2000,CS20,yes
5130_UOMCS40,AFC H1 Heart Lid 20 PC,132.0000,CS40,no
5130_UOMPK,AFC H1 Heart Lid 20 PC,7.3900,PK,yes
5135_UOMCS12,AFC-D1 Poke  Bowl Body 50pc PK,86.4000,CS12,no
5135_UOMPK,AFC-D1 Poke  Bowl Body 50pc PK,7.2000,PK,no
5140_UOMCS12,AFC-D1 Poke Bowl Lid 50pc PK,67.4400,CS12,no
5140_UOMPK,AFC-D1 Poke Bowl Lid 50pc PK,5.6200,PK,no
5145_UOMCS24,AFC-16 Clear Body,119.0600,CS24,yes
5145_UOMPK,AFC-16 Clear Body,5.0500,PK,yes
5150_UOMCS24,AFC-16 Lid  Pack,95.3000,CS24,yes
5150_UOMPK,AFC-16 Lid  Pack,4.0400,PK,yes
5155_UOMCS24,AFC-4 Blue Body Pack,112.2000,CS24,yes
5155_UOMPK,AFC-4 Blue Body Pack,4.7600,PK,yes
5155A_UOMCS,R1.0 (AFC-4) Blue Set CS 8/50pc/CS,74.7300,CS,yes
5155B_UOMPK,R1.0 (AFC-4) Blue Set PK,9.3400,PK,yes
5156_UOMCS24,AFC-4 Clear Body,102.0000,CS24,no
5156_UOMPK,AFC-4 Clear Body,4.2500,PK,no
5160_UOMCS24,AFC-4 Lid  Pack,88.4400,CS24,yes
5160_UOMPK,AFC-4 Lid  Pack,3.7500,PK,yes
5165_UOMCS24,AFC-5 Blue Body Pack,118.0100,CS24,yes
5165_UOMPK,AFC-5 Blue Body Pack,5.0100,PK,yes
5166_UOMCS24,AFC-5 Clear Body,107.2800,CS24,no
5166_UOMPK,AFC-5 Clear Body,4.4700,PK,no
5170_UOMCS24,AFC-5 Lid Pack,106.1300,CS24,yes
5170_UOMPK,AFC-5 Lid Pack,4.5000,PK,yes
5175_UOMCS16,AFC-20 Blue Body Pack,86.5900,CS16,yes
5175_UOMPK,AFC-20 Blue Body Pack,5.5100,PK,yes
5175A_UOMCS,SK-20 Blue Set CS 6/50pc/set cs,60.2000,CS,yes
5175B_UOMPK,SK-20 (AFC-20) Set PK,10.0400,PK,yes
5175S_UOMCS16,AFC-20 Sakura Body 16/50pc,151.5200,CS16,yes
5175S_UOMPK,AFC-20 Sakura Body 16/50pc,9.4700,PK,yes
5176_UOMCS16,AFC-20 Clear Body,86.5900,CS16,yes
5176_UOMPK,AFC-20 Clear Body,5.5100,PK,yes
5180_UOMCS16,AFC-20 Lid  Pack,73.9200,CS16,yes
5180_UOMPK,AFC-20 Lid  Pack,4.7000,PK,yes
5181_UOMCS16,AFC-20 Compostable Body,90.0000,CS16,yes
5181_UOMPK,AFC-20 Compostable Body,5.6300,PK,yes
5182_UOMCS16,AFC-20 Compostable Lid,141.0000,CS16,yes
5182_UOMPK,AFC-20 Compostable Lid,8.8100,PK,yes
5185_UOMCS16,AFC-30 Blue Body Pack,110.3500,CS16,yes
5185_UOMPK,AFC-30 Blue Body Pack,7.0200,PK,yes
5185A_UOMCS,SK-30 Blue Set Cs 6/50pc/set cs,72.4000,CS,yes
5185B_UOMPK,SK-30 (AFC-30) Set PK,12.0700,PK,yes
5185S_UOMCS16,AFC-30 Sakura Body 16/50pc/cs,163.8400,CS16,yes
5185S_UOMPK,AFC-30 Sakura Body 16/50pc/cs,10.2400,PK,yes
5186_UOMCS16,AFC-30 Clear Body,110.3500,CS16,yes
5186_UOMPK,AFC-30 Clear Body,7.0200,PK,yes
5190_UOMCS16,AFC-30 Lid Pack,82.7200,CS16,yes
5190_UOMPK,AFC-30 Lid Pack,5.2600,PK,yes
5191_UOMCS16,AFC-30 Compostable Body,115.0000,CS16,yes
5191_UOMPK,AFC-30 Compostable Body,7.1900,PK,yes
5192_UOMCS16,AFC-30 Compostable Lid,180.0000,CS16,yes
5192_UOMPK,AFC-30 Compostable Lid,11.2500,PK,yes
5195_UOMCS16,AFC-40 Blue Body Pack,135.8700,CS16,yes
5195_UOMPK,AFC-40 Blue Body Pack,8.6500,PK,yes
5195A_UOMCS,SK-40 Blue Set CS 6/50pc/set/CS,87.0000,CS,yes
5195B_UOMPK,SK-40 (AFC-40) Set PK,14.5000,PK,yes
5195S_UOMCS16,AFC-40 Sakura Body 16/50pc/cs,177.7600,CS16,yes
5195S_UOMPK,AFC-40 Sakura Body 16/50pc/cs,11.1100,PK,yes
5196_UOMCS16,AFC-40 Clear Body,135.8700,CS16,yes
5196_UOMPK,AFC-40 Clear Body,8.6500,PK,yes
5199_UOMCS16,AFC-40 Lid Pack,96.1000,CS16,yes
5199_UOMPK,AFC-40 Lid Pack,6.1200,PK,yes
5200_UOMCS16,ST-201 Manyo Body,78.7200,CS16,no
5200_UOMPK,ST-201 Manyo Body,4.9200,PK,no
5201_UOMCS16,AFC-40 Compostable Body,157.0000,CS16,yes
5201_UOMPK,AFC-40 Compostable Body,9.8100,PK,yes
5202_UOMCS16,AFC-40 Compostable Lid,210.0000,CS16,yes
5202_UOMPK,AFC-40 Compostable Lid,13.1300,PK,yes
5203_UOMCS24,CV-11B Body (BF-18),93.3600,CS24,no
5203_UOMPK,CV-11B Body (BF-18),3.8900,PK,no
5204_UOMCS24,CV-11F Lid  (BF-18),80.6400,CS24,no
5204_UOMPK,CV-11F Lid  (BF-18),3.3600,PK,no
5205_UOMCS16,ST-201 Blue Body,86.5900,CS16,yes
5205_UOMPK,ST-201 Blue Body,5.5100,PK,yes
5210_UOMCS16,ST-201 Lid Pk,73.9200,CS16,yes
5210_UOMPK,ST-201 Lid Pk,4.7000,PK,yes
5215_UOMCS16,ST-202 Blue Body Pack,110.3500,CS16,no
5215_UOMPK,ST-202 Blue Body Pack,7.0200,PK,no
5220_UOMCS16,ST-202 Lid  PACK,82.7200,CS16,yes
5220_UOMPK,ST-202 Lid  PACK,5.2600,PK,yes
5225_UOMCS16,ST-218 MANYO BODY,166.3200,CS16,yes
5225_UOMPK,ST-218 MANYO BODY,7.0600,PK,yes
5230_UOMCS16,ST-218 Blue Body Pk,135.7000,CS16,no
5230_UOMPK,ST-218 Blue Body Pk,8.6400,PK,no
5235_UOMCS16,ST-218 LID  PACK,87.3600,CS16,no
5235_UOMPK,ST-218 LID  PACK,6.1200,PK,no
5240_UOMCS16,ST-202 Manyo Body,157.8700,CS16,yes
5240_UOMPK,ST-202 Manyo Body,10.0500,PK,yes
5245_UOMCS24,ST-4 Blue BD 50,112.2000,CS24,no
5245_UOMPK,ST-4 Blue BD 50,4.7600,PK,no
5251_UOMCS24,ST-4 Lid Pack  50,88.4400,CS24,yes
5251_UOMPK,ST-4 Lid Pack  50,3.7500,PK,yes
5255_UOMCS24,ST-4 Manyo Body,137.2800,CS24,yes
5255_UOMPK,ST-4 Manyo Body,5.8200,PK,yes
5260_UOMCS24,ST4 Asuka BD 50,117.6000,CS24,no
5260_UOMPK,ST4 Asuka BD 50,4.9000,PK,no
5265_UOMCS24,ST-5 Blue BD 50,118.0100,CS24,no
5265_UOMPK,ST-5 Blue BD 50,5.0100,PK,no
5270_UOMCS24,ST-5 Lid Pack 50,106.1300,CS24,no
5270_UOMPK,ST-5 Lid Pack 50,4.5000,PK,no
5276_UOMCS24,ST-5 Manyo Body,185.6800,CS24,yes
5276_UOMPK,ST-5 Manyo Body,11.8200,PK,yes
5277_UOMCS,MH-30 Sushi Tray 300 Set,60.5000,CS,no
5277_UOMSET,MH-30.(ZX-30) Sushi Tray 50pc/Set,10.4200,SET,no
5278_UOMCS,MH-40 Sushi Tray 300 Set,71.5000,CS,no
5278_UOMSET,MH-40 (DO-3) Sushi Tray 50pc/Set,13.7700,SET,no
5279_UOMCS,MH-35 Sushi Tray 300Set/CS,59.4000,CS,no
5279_UOMSET,MH-35 Sushi Tray 50pc/set,13.7700,SET,no
5280_UOMCS24,ST5 Asuka BD 50,133.2000,CS24,no
5280_UOMPK,ST5 Asuka BD 50,5.5500,PK,no
5280_UOMSET,MH-10 (B-011).(AFC-4) 50pc/pk,7.5200,SET,no
5281_UOMSET,MH-15  (AFC-5)  100pc/pk,8.8800,SET,yes
5282_UOMSET,SU-CS-75 100pc/set (AFC4),15.2800,SET,no
5283_UOMSET,JFC -18 Tray (OP-510)  50pc/set,9.7700,SET,no
5284_UOMSET,MH-06 (20)  Tray Set,9.5300,SET,yes
5285_UOMEACH,Produce Bag,24.0000,EACH,no
5286_UOMSET,MH-50  (40) Clear Tray Set,16.7800,SET,no
5287_UOMCS4,TTM 24oz Bottom 100pc/pk(AFC4),59.5700,CS4,no
5287_UOMPK,TTM 24oz Bottom 100pc/pk(AFC4),15.5700,PK,no
5288_UOMCS4,TTM 24 oz Lid 100pc/pk (AFC4),44.1700,CS4,yes
5288_UOMPK,TTM 24 oz Lid 100pc/pk (AFC4),12.1400,PK,no
5289_UOMCS6,53205 Body 100pc/pk (AFC 30),59.4000,CS6,no
5289_UOMPK,53205 Body 100pc/pk (AFC 30),10.8900,PK,no
5290_UOMCS6,53205L-1 Lid 100pc/pk (AFC30),85.8000,CS6,yes
5290_UOMPK,53205L-1 Lid 100pc/pk (AFC30),11.8000,PK,no
5300_UOMCS,32oz Bowl 300pc. Sabert,49.8500,CS,yes
5301_UOMCS,32oz Bowl Lid 300pc. Sabert,51.3300,CS,yes
5302_UOMCS,32oz Bowl 150pc.Anchor 150pc,33.0700,CS,yes
5303_UOMCS,32oz Bowl Lid. 150pc. Anchor 150pc,29.2700,CS,yes
5305_UOMCS,BO-SC-U24 Bowl 24oz 500pc WC,86.2900,CS,yes
5306_UOMCS,BOL-CS-24 Bowl Lid 24oz 300pc WC,50.7200,CS,yes
5307_UOMCS,BG-ST-4 Compostable Body 800pc,83.8400,CS,yes
5308_UOMCS,BG-ST-4 Compostable Lid 800pc,100.6300,CS,yes
5309_UOMCS,32oz Bowl Body Stalk L014 500pc,78.0800,CS,yes
5310_UOMCS,32oz Lid Table ware DL32 200pc,44.0500,CS,yes
5311_UOMCS,24oz Bowl BG-BO24R1 500pc,75.1300,CS,yes
5312_UOMCS,24oz Lid BG-Bo24 PL 500pc,69.7200,CS,yes
5313_UOMCS,White Diamond Ramen Bowl,59.6600,CS,yes
5314_UOMCS,EP-SH2 5X7 BLK SUSHI TRAY 600PC,105.5000,CS,yes
5315_UOMCS,EP-SH3 6X9 BLK SUSHI TRAY 600PC,139.3000,CS,yes
5316_UOMCS,Anchor M612 Base,72.0500,CS,yes
5317_UOMCS,Anchor LH600 Lid,66.9900,CS,yes
5318_UOMCS,Anchor M424-B Base,40.5400,CS,no
5319_UOMCS,Anchor LH4LD-NB Lid,34.9300,CS,no
5320_UOMCS,Don-S Bowl 50pcs/16pks,235.4000,CS,yes
5321_UOMCS,Don-S Lid 50pcs/16pks,158.4000,CS,yes
5322_UOMPK,Sabert D300 Base 100pc/pk (AFC 5),16.5400,PK,no
5323_UOMPK,Sabert D300 Lid 50pc/pk (AFC 5),8.2700,PK,no
5324_UOMCS,Sabert B300N Base HT 300pc/cs,61.8800,CS,yes
5325_UOMCS,Sabert B300N Lid HT300pc/cs,66.5500,CS,yes
5334_UOMEACH,SOUP WARMER,140.0000,EACH,no
54_UOMCS,Pesca Rich Tuna 22#,374.2000,CS,no
5404_UOMCS24,BF-16 Top 50pc,65.2800,CS24,no
5404_UOMPK,BF-16 Top 50pc,2.7200,PK,no
5408_UOMCS24,BF-16 Body 50pc,108.0000,CS24,no
5408_UOMPK,BF-16 Body 50pc,4.5000,PK,no
5410_UOMCS24,BF-18 Salad Cont Body50pc/24/CS,132.0000,CS24,yes
5410_UOMPK,BF-18 Salad Cont Body50pc/24/CS,5.5000,PK,yes
5411_UOMCS24,BF-18 Salad Tray Lid 50pc/24/cs,114.9600,CS24,yes
5411_UOMPK,BF-18 Salad Tray Lid 50pc/24/cs,4.7900,PK,yes
5412_UOMCS24,AFC-18 White Body,132.0000,CS24,yes
5412_UOMPK,AFC-18 White Body,5.6000,PK,yes
5416_UOMCS24,AFC-18 Lid  50 pcs,114.8400,CS24,yes
5416_UOMPK,AFC-18 Lid  50 pcs,4.8700,PK,yes
5420_UOMCS16,BF-20 Body 50 pcs,141.1200,CS16,no
5420_UOMPK,BF-20 Body 50 pcs,8.8200,PK,no
5424_UOMCS16,BF-20 Top 50 pcs,91.0400,CS16,no
5424_UOMPK,BF-20 Top 50 pcs,5.6900,PK,no
5428_UOMCS16,BF-30 Kaku Body 50 pcs,192.9600,CS16,no
5428_UOMPK,BF-30 Kaku Body 50 pcs,12.0600,PK,no
5432_UOMCS16,BF-30 Kaku Top 50 pcs,81.6000,CS16,no
5432_UOMPK,BF-30 Kaku Top 50 pcs,5.1000,PK,no
5436_UOMCS8,BF-40 Kaku Body 50 pcs,110.4800,CS8,no
5436_UOMPK,BF-40 Kaku Body 50 pcs,13.8100,PK,no
5440_UOMCS8,BF-40 Kaku Top 50 pcs,62.0800,CS8,no
5440_UOMPK,BF-40 Kaku Top 50 pcs,7.7600,PK,no
5460_UOMCASE,CS08 200 pk BF-16,32.1400,CASE,no
5462_UOMCASE,CS16S 200 pk BF18,45.4300,CASE,no
5464_UOMCASE,CS24 200 pk BF20,46.7600,CASE,no
5468_UOMCASE,CS32 200 pk BF30,49.7600,CASE,no
5475_UOMPK,KL Hana-310,4.9500,PK,yes
5480_UOMPK,KL Hana-325,7.4000,PK,no
5481_UOMPK,B&H 16 Bowl Body Pack,7.2200,PK,yes
5482_UOMPK,B&H 16 Bowl Lid Pack,4.1900,PK,yes
5483_UOMPK,B&H 16 Bowl Middle,2.5900,PK,yes
55_UOMCS,PR TUNA10# 02/06/19,159.5000,CS,no
5601_UOMCS6,AFC-235 Party Tray Body 50pc,118.8000,CS6,no
5601_UOMPK,AFC-235 Party Tray Body 50pc,19.8000,PK,no
5602_UOMCS6,AFC-235 Party Tray  Lid  50pc,99.3600,CS6,no
5602_UOMPK,AFC-235 Party Tray  Lid  50pc,16.5600,PK,no
5603_UOMCS20,AFC-40L  MW Inner 50pc x 20pk,178.4200,CS20,yes
5603_UOMPK,AFC-40L  MW Inner 50pc x 20pk,9.0800,PK,yes
5604_UOMCS48,AFC-40S MW INNER 50pc x 48,344.2600,CS48,yes
5604_UOMPK,AFC-40S MW INNER 50pc x 48,7.3000,PK,yes
5605_UOMCS18,SF-235 Shachi (SF-2),102.6000,CS18,yes
5605_UOMCS6,AFC-235 Party Tray Body 50pc/PK,130.6800,CS6,yes
5605_UOMPK,AFC-235 Party Tray Body 50pc/PK,22.1800,PK,yes
5610_UOMCS18,SF-235 Lid  Pack 20 pc,79.7400,CS18,yes
5610_UOMCS6,AFC-235 Party Ty Lid 50pc/PK,109.3000,CS6,yes
5610_UOMPK,AFC-235 Party Ty Lid 50pc/PK,18.5500,PK,yes
5615_UOMCS32,SF-275(SF-3) Asaoke body,108.8000,CS32,no
5615_UOMPK,SF-275(SF-3) Asaoke body,3.4000,PK,no
5616_UOMCS6,AFC-275 Party Tray Body 6/50pc,132.0000,CS6,yes
5616_UOMPK,AFC-275 Party Tray Body 6/50pc,22.4000,PK,yes
5617_UOMCS6,AFC-275 Party Tray Lid 6/50pc,112.2000,CS6,yes
5617_UOMPK,AFC-275 Party Tray Lid 6/50pc,19.0400,PK,yes
5620_UOMCS32,SF-275 (SF-3) Shachi Lid,88.7000,CS32,no
5620_UOMPK,SF-275 (SF-3) Shachi Lid,2.8200,PK,no
5625_UOMCS16,SF-355 Body (SF-5),96.9800,CS16,yes
5625_UOMPK,SF-355 Body (SF-5),6.1700,PK,yes
5630_UOMCS16,SF-355 Lid  Pack SF-5,72.5100,CS16,yes
5630_UOMPK,SF-355 Lid  Pack SF-5,4.6100,PK,yes
5635_UOMCS6,SF-7 Oke Body,69.9600,CS6,yes
5635_UOMPK,SF-7 Oke Body,11.8700,PK,yes
5640_UOMCS6,SF-7 Lid  Pack 10pc,45.4100,CS6,yes
5640_UOMPK,SF-7 Lid  Pack 10pc,7.7100,PK,yes
5641_UOMCS4,Party Tray Top&Body  (Hello Kitty) 30pc PK,47.7200,CS4,no
5641_UOMPK,Party Tray Top&Body  (Hello Kitty) 30pc PK,11.9300,PK,no
5645_UOMCS12,SF-55 White Bowl Body 50pc,87.6500,CS12,yes
5645_UOMPK,SF-55 White Bowl Body 50pc,7.4400,PK,yes
5646_UOMCS12,SF-55 Bowl Lid 50pc,49.5000,CS12,yes
5646_UOMPK,SF-55 Bowl Lid 50pc,4.2000,PK,yes
5647_UOMCS12,SF-55 Inner 200pc/12pk,160.3800,CS12,yes
5647_UOMPK,SF-55 Inner 200pc/12pk,13.6100,PK,yes
5648_UOMCS,TO-NB24 150sets/cs (SF55),40.6500,CS,yes
5650_UOMPK,SF-16 Top 50,8.9100,PK,no
5651_UOMCS16,DB-103 Bowl Body 50 pcs,186.7200,CS16,no
5651_UOMPK,DB-103 Bowl Body 50 pcs,11.6700,PK,no
5652_UOMCS16,DB-103 Bowl Lid  50 pcs,80.8000,CS16,no
5652_UOMPK,DB-103 Bowl Lid  50 pcs,5.0500,PK,no
5653_UOMCS6,Donburi Bowl Set DB-103,48.2400,CS6,yes
5653_UOMPK,Donburi Bowl Set,16.7200,PK,no
5653_UOMSET,Donburi Bowl Set DB-103,8.0400,SET,yes
5657_UOMCS12,Heart Cont Body 30pc,158.0400,CS12,no
5657_UOMCS6,Heart Cont Body 90pc,158.0000,CS6,no
5657_UOMPK,Heart Cont Body 30pc,13.1700,PK,no
5659_UOMCS12,Heart Cont Lid 30pc,114.3600,CS12,no
5659_UOMCS6,Heart Cont Lid 90pc,114.4000,CS6,no
5659_UOMPK,Heart Cont Lid 30pc,9.5300,PK,no
5660_UOMCS,Sushi Cake Tray 100pc/cs,150.0000,CS,no
5661_UOMCS,Foodball Tray  25/cs,39.4300,CS,no
5661_UOMCS50,Football Tray  Each 50 pc,69.5300,CS50,no
5661_UOMEACH,Football Tray  Each 50 pc,1.3900,EACH,no
5670_UOMCS8,AFC-355 Sakura Body Pty Tray 8/10pc/cs,260.2400,CS8,yes
5670_UOMPK,AFC-355 Sakura Body Pty Tray 8/10pc/cs,32.5300,PK,yes
5671_UOMCS8,AFC-355 Sakura Lid  8/10pc/cs,89.2800,CS8,yes
5671_UOMPK,AFC-355 Sakura Lid  8/10pc/cs,11.1600,PK,yes
5680_UOMCS6,AFC-7 Sakura Body 6/10pc/cs,220.8000,CS6,yes
5680_UOMPK,AFC-7 Sakura Body 6/10pc/cs,36.8200,PK,yes
5681_UOMCS6,AFC-7 Sakura Lid 6/10pc/cs,78.7200,CS6,yes
5681_UOMPK,AFC-7 Sakura Lid 6/10pc/cs,13.1200,PK,yes
5752_UOMCS,White Micro Bowls 36 oz,48.1400,CS,yes
5805_UOMCASE,PLA ST-4 Cont. Set 400pc,104.2900,CASE,yes
5810_UOMCASE,CT 15 400 pcs Set,84.6400,CASE,yes
5810_UOMCS,ECO 1.5 Compostable Lid,39.6900,CS,yes
5810_UOMPK,Eco 1.5 Compostable Lid,10.3500,PK,yes
5811_UOMCS,ECO 1.5 Compostable Tray,44.3600,CS,yes
5812_UOMCS,EG 2.0 Compostable Lid,82.1600,CS,no
5813_UOMCS,EG 2.0 Compostable Base,97.9000,CS,no
5815_UOMCS,Solia 5 oz Clear Cup 100 pc,50.7500,CS,yes
5816_UOMCS8,BF-8 Curry White Body 50pc,65.2000,CS8,no
5816_UOMPACK,BF-8 Curry White Body 50pc,8.1500,PACK,no
5817_UOMCS8,BF-8 Curry Lid  50pc,50.1600,CS8,no
5817_UOMPACK,BF-8 Curry Lid  50pc,6.2700,PACK,no
5818_UOMCASE,Compostable Bowl BO-SC-U24 500pc,88.7100,CASE,yes
5819_UOMCASE,Compostable Lid BOL-CS-24 300pc,52.1400,CASE,yes
5820_UOMCS18,CPAP-213 Body Curry Cont. 50pc,360.0000,CS18,no
5820_UOMCS24,ECO-350F CLEAR BOWL,138.4800,CS24,no
5820_UOMCS8,COR-R20 Body Pk 8/50pc,40.7400,CS8,yes
5820_UOMPK,COR-R20 Body Pk 8/50pc,5.1900,PK,yes
5822_UOMCS8,COR-R20 Lid 8/50pc,32.9600,CS8,yes
5822_UOMPK,COR-R20 Lid 8/50pc,4.1200,PK,yes
5823_UOMCS12,COP-R15 Body PK 50pc,51.7400,CS12,yes
5823_UOMPK,COP-R15 Body PK 50pc,4.3900,PK,yes
5824_UOMCS12,COP-R15 Lid PK 50pc,47.2600,CS12,yes
5824_UOMPK,COP-R15 Lid PK 50pc,4.0100,PK,yes
5825_UOMCS18,CPAP-213 Curry Cont. Lid 50pc,202.5000,CS18,no
5825_UOMCS24,ECO-350A BOWL TOP,113.2800,CS24,no
5825_UOMPK,CPAP-213 Curry Cont. Lid 50pc,11.2500,PK,no
5827_UOMCS12,COP-18 Poke Bowl  Body Pk,95.0400,CS12,yes
5827_UOMCS18,COP-18 (ECO-580) Body Pk,129.6000,CS18,no
5827_UOMPK,COP-18 Poke Bowl  Body Pk,8.0600,PK,yes
5829_UOMCS12,COP-18 Poke Bowl  Lid  Pk,74.1800,CS12,yes
5829_UOMCS18,COP-18 (ECO-580) Top Pk,101.1600,CS18,no
5829_UOMPK,COP-18 Poke Bowl  Lid  Pk,6.2900,PK,yes
5830_UOMCS10,2 oz Cup  100pc/pk,28.7100,CS10,yes
5830_UOMCS25,2 oz Cup  100pc/pk,32.9400,CS25,yes
5830_UOMCS50,2 oz Cup,156.5000,CS50,no
5830_UOMPK,2 oz Cup  100pc/pk,1.3000,PK,yes
5835_UOMCS20,2 oz Lid  100pc/pk,23.3500,CS20,yes
5835_UOMCS25,2 oz Lid  100pc/pk,32.9400,CS25,yes
5835_UOMCS50,2 oz Top,130.0000,CS50,no
5835_UOMPK,2 oz Lid  100pc/pk,1.3000,PK,yes
5836_UOMCS,2 oz Microwaveable Cup and Lid,78.5000,CS,yes
5840_UOMCS40,Cup 90MB 4 oz  50pc,163.2000,CS40,no
5840_UOMCS80,Cup 90MB 4 oz  50pc,267.5200,CS80,yes
5840_UOMPK,Cup 90MB 4 oz  50pc,3.4000,PK,yes
5845_UOMCS40,Cup 90TC 4 oz Top 50 pc,121.6000,CS40,no
5845_UOMCS80,Cup 90TC 4 oz Lid  50 pc,237.6000,CS80,yes
5845_UOMPK,Cup 90TC 4 oz Lid  50 pc,3.0200,PK,yes
5850_UOMPK,1 oz Cup 250 pc,2.5000,PK,no
5855_UOMPK,1 oz Top 125 pcs,1.0000,PK,no
5860_UOMCS20,Demo Cup  20PK/CS,121.8000,CS20,yes
5860_UOMPK,Demo Cup  20PK/CS,6.0900,PK,yes
5889_UOMEACH,Sample Tray Dome,156.2600,EACH,yes
5999_UOMEACH,Sampling Dome Kit,367.7000,EACH,no
6105_UOMEACH,HK Baran. Pink,2.2500,EACH,no
6110_UOMCS60,Baran Box 1000 pcs,63.9500,CS60,yes
6110_UOMPK,Baran Box 1000 pcs,1.0700,PK,yes
6120_UOMCS32,Chopstick 100PR,58.7800,CS32,yes
6120_UOMCS40,Chopstick 100PR,66.8000,CS40,no
6120_UOMPK,Chopstick 100PR,1.8700,PK,yes
6121_UOMCS40,Wild Blue Chopstick 40pks,70.9500,CS40,yes
6121_UOMPK,Wild Blue Chopstick 40pks,1.7800,PK,yes
6130_UOMCS40,Chopkstick Special 100,51.5600,CS40,yes
6130_UOMPK,Chopkstick Special 100,1.2900,PK,yes
6132_UOMCS40,Disposable Chopstick (Hello Kitty) PK,70.4000,CS40,no
6132_UOMPACK,Disposable Chopstick (Hello Kitty) PK,1.7600,PACK,no
6133_UOMSET,Plastic Chopstick(Hello Kitty) 2 P. 1 R. 1 G. 1 B,65.0000,SET,yes
6140_UOMPK,Edamame  Sleeve White 100pc,27.9100,PK,yes
6150_UOMEACH,Veg. Dumpling Sleeve 100pc,11.0000,EACH,no
6175_UOMEACH,Towel,0.6100,EACH,yes
6200_UOMROLL,Thermo  B.R. Gradient,8.3700,ROLL,yes
6201_UOMROLL,White Mini Sticker,15.2300,ROLL,yes
6204_UOMCS24,Thermo Blue,180.0000,CS24,no
6204_UOMROLL,Thermo Blue,7.5000,ROLL,no
6207_UOMCS16,Thermo Vertical Label (Hello Kitty),140.0000,CS16,no
6207_UOMROLL,Thermo Vertical Label (Hello Kitty),8.7500,ROLL,no
6208_UOMCS16,Thermo Vertical Blue #3,142.1000,CS16,yes
6208_UOMCS24,Thermo Vertical Blue #3,213.1500,CS24,yes
6208_UOMROLL,Thermo Vertical Blue #3,8.8800,ROLL,yes
6209_UOMROLL,Thermo Brown Rice,7.5000,ROLL,no
6210_UOMCS16,Thermo Vertical Brown Rice #3,140.0000,CS16,no
6210_UOMCS24,Thermo Vertical Brown Rice #3,210.0000,CS24,no
